"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"ATN1","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"ATN1","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"ATP11C","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"ATP2B3","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"ATP5F1A","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"ATP5PF","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"ATP5PO","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"ATP6AP1","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"ATP6AP1-DT","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"ATP6AP1L","3391821","VCV003391821","cancer","not provided | none provided | RECLASSIFIED - ADRA2C POLYMORPHISM | RECLASSIFIED - ADRB1 POLYMORPHISM","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATP8B1","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"ATP8B1-AS1","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"ATP9B","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"ATR","3588636","VCV003588636","cancer","Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome | FCTCS | Seckel syndrome 1 | MICROCEPHALIC PRIMORDIAL DWARFISM I | SCKL1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATR","4081197","VCV004081197","cancer","not provided | none provided | Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome | FCTCS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATR","4531210","VCV004531210","cancer","Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome | FCTCS | MICROCEPHALIC PRIMORDIAL DWARFISM I | Seckel syndrome 1 | SCKL1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATR","4687819","VCV004687819","cancer","Hereditary breast and ovarian cancer | Hereditary breast and/or ovarian cancer syndrome | Hereditary breast and ovarian cancer syndrome (HBOC) | Hereditary breast and ovarian cancer syndrome | Hereditary breast ovarian cancer syndrome | Breast and ovarian cancer | HBOC","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATR","4759334","VCV004759334","cancer","Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome | FCTCS","Likely pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"ATR","4759335","VCV004759335","cancer","Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome | FCTCS","Likely pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"ATRX","3383180","VCV003383180","cancer","CHUDLEY-LOWRY SYNDROME | Chudley syndrome 1 | Chudley-Lowry-Hoar syndrome | Carpenter-Waziri syndrome | Intellectual disability-hypotonic facies syndrome, X-linked, 1 | XLMR-HYPOTONIC FACIES SYNDROME | X-linked intellectual disability-hypotonic face syndrome | HOLMES-GANG SYNDROME | Smith Fineman Myers syndrome 1 | MRXHF1 | Alpha-thalassemia myelodysplasia syndrome | Acquired hemoglobin H disease | Alpha-thalassemia-myelodysplastic syndrome | Alpha-thalassemia myelodysplasia syndrome, somatic | ATMDS | Alpha thalassemia-X-linked intellectual disability syndrome | ATR-X syndrome | Alpha thalassemia mental retardation syndrome, nondeletion type, X-linked | XLMR hypotonic face syndrome | X-linked alpha-thalassemia-mental retardation syndrome | ALPHA-THALASSEMIA/IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME, X-LINKED | ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED | ATR, NONDELETION TYPE | ATRX","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATRX","3598429","VCV003598429","cancer","Alpha-thalassemia myelodysplasia syndrome | Acquired hemoglobin H disease | Alpha-thalassemia myelodysplasia syndrome, somatic | Alpha-thalassemia-myelodysplastic syndrome | ATMDS | ATR, NONDELETION TYPE | ATR-X syndrome | Alpha thalassemia mental retardation syndrome, nondeletion type, X-linked | XLMR hypotonic face syndrome | ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED | ALPHA-THALASSEMIA/IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME, X-LINKED | Alpha thalassemia-X-linked intellectual disability syndrome | X-linked alpha-thalassemia-mental retardation syndrome | ATRX | HOLMES-GANG SYNDROME | Smith Fineman Myers syndrome 1 | XLMR-HYPOTONIC FACIES SYNDROME | Intellectual disability-hypotonic facies syndrome, X-linked, 1 | CHUDLEY-LOWRY SYNDROME | Chudley syndrome 1 | Chudley-Lowry-Hoar syndrome | Carpenter-Waziri syndrome | X-linked intellectual disability-hypotonic face syndrome | MRXHF1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATRX","3598430","VCV003598430","cancer","Alpha-thalassemia myelodysplasia syndrome | Acquired hemoglobin H disease | Alpha-thalassemia myelodysplasia syndrome, somatic | Alpha-thalassemia-myelodysplastic syndrome | ATMDS | ATR, NONDELETION TYPE | ATR-X syndrome | Alpha thalassemia mental retardation syndrome, nondeletion type, X-linked | XLMR hypotonic face syndrome | ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED | ALPHA-THALASSEMIA/IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME, X-LINKED | Alpha thalassemia-X-linked intellectual disability syndrome | X-linked alpha-thalassemia-mental retardation syndrome | ATRX | HOLMES-GANG SYNDROME | Smith Fineman Myers syndrome 1 | XLMR-HYPOTONIC FACIES SYNDROME | Intellectual disability-hypotonic facies syndrome, X-linked, 1 | CHUDLEY-LOWRY SYNDROME | Chudley syndrome 1 | Chudley-Lowry-Hoar syndrome | Carpenter-Waziri syndrome | X-linked intellectual disability-hypotonic face syndrome | MRXHF1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATRX","3598433","VCV003598433","cancer","Alpha-thalassemia myelodysplasia syndrome | Acquired hemoglobin H disease | Alpha-thalassemia myelodysplasia syndrome, somatic | Alpha-thalassemia-myelodysplastic syndrome | ATMDS | ATR, NONDELETION TYPE | ATR-X syndrome | Alpha thalassemia mental retardation syndrome, nondeletion type, X-linked | XLMR hypotonic face syndrome | ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED | ALPHA-THALASSEMIA/IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME, X-LINKED | Alpha thalassemia-X-linked intellectual disability syndrome | X-linked alpha-thalassemia-mental retardation syndrome | ATRX | HOLMES-GANG SYNDROME | Smith Fineman Myers syndrome 1 | XLMR-HYPOTONIC FACIES SYNDROME | Intellectual disability-hypotonic facies syndrome, X-linked, 1 | CHUDLEY-LOWRY SYNDROME | Chudley syndrome 1 | Chudley-Lowry-Hoar syndrome | Carpenter-Waziri syndrome | X-linked intellectual disability-hypotonic face syndrome | MRXHF1","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATRX","4530211","VCV004530211","cancer","ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED | ATR, NONDELETION TYPE | ATR-X syndrome | Alpha thalassemia mental retardation syndrome, nondeletion type, X-linked | XLMR hypotonic face syndrome | Alpha thalassemia-X-linked intellectual disability syndrome | X-linked alpha-thalassemia-mental retardation syndrome | ALPHA-THALASSEMIA/IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME, X-LINKED | ATRX | Diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype","Tier I - Strong","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"ATXN1","4755369","VCV004755369","cancer","See cases | failure to thrive | dysmorphic features","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"ATXN1-AS1","4755369","VCV004755369","cancer","See cases | failure to thrive | dysmorphic features","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"AVPR2","4796070","VCV004796070","cancer","not provided | none provided | Prenatal imaging test results suggest spina bifida,hydrocephalus","Pathogenic","""cancer""","ClinVar_XML"
"AXIN2","3652608","VCV003652608","cancer","Oligodontia-cancer predisposition syndrome | TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | ODCRCS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"AXIN2","4056255","VCV004056255","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"AXIN2","4720957","VCV004720957","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"AXIN2","4721107","VCV004721107","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"AXIN2","4722168","VCV004722168","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"AXIN2","4725985","VCV004725985","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"AXIN2","4728600","VCV004728600","cancer","Oligodontia-cancer predisposition syndrome | TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | ODCRCS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"AXIN2","4733490","VCV004733490","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"AXIN2","4780252","VCV004780252","cancer","Oligodontia-cancer predisposition syndrome | TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | ODCRCS","Likely benign","""cancer""","ClinVar_XML"
"AXIN2","4798174","VCV004798174","cancer","Oligodontia-cancer predisposition syndrome | TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | ODCRCS","Pathogenic","""cancer""","ClinVar_XML"
"AXIN2","4803864","VCV004803864","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Likely benign","""cancer""","ClinVar_XML"
"AXIN2","4806666","VCV004806666","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Likely benign","""cancer""","ClinVar_XML"
"AXIN2","4807259","VCV004807259","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Likely benign","""cancer""","ClinVar_XML"
"AXIN2","4807605","VCV004807605","cancer","Oligodontia-cancer predisposition syndrome | TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | ODCRCS","Uncertain significance","""cancer""","ClinVar_XML"
"AXIN2","4809884","VCV004809884","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Uncertain significance","""cancer""","ClinVar_XML"
"AXIN2","4811003","VCV004811003","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Uncertain significance","""cancer""","ClinVar_XML"
"AXIN2","4812184","VCV004812184","cancer","Oligodontia-cancer predisposition syndrome | TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | ODCRCS","Uncertain significance","""cancer""","ClinVar_XML"
"AXIN2","4812232","VCV004812232","cancer","Oligodontia-cancer predisposition syndrome | TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | ODCRCS","Likely benign","""cancer""","ClinVar_XML"
"AXIN2","4812953","VCV004812953","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Pathogenic","""cancer""","ClinVar_XML"
"AXIN2","4813037","VCV004813037","cancer","TOOTH AGENESIS-COLORECTAL CANCER SYNDROME | Oligodontia-cancer predisposition syndrome | ODCRCS","Pathogenic","""cancer""","ClinVar_XML"
"B3GALT5","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"B3GALT5-AS1","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"B4GALNT3","4755352","VCV004755352","cancer","See cases | Multiple fetal congenital abnormalities","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"B4GALNT3","4796136","VCV004796136","cancer","not provided | none provided | Prenatal imaging test results suggest short long bone","Pathogenic","""cancer""","ClinVar_XML"
"B4GALT6","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"BACE2","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"BACH1","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"BACH1-IT2","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"BACH1-IT3","4796384","VCV004796384","cancer","not provided | none provided | Positive second-trimester serum screening","Pathogenic","""cancer""","ClinVar_XML"
"BAP1","3383235","VCV003383235","cancer","Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | BAP1 tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | COMMON Syndrome | TPDS1 | TPDS | Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3477293","VCV003477293","cancer","BAP1 tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS | TPDS1 | Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3477532","VCV003477532","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3477629","VCV003477629","cancer","Hereditary Cancer Syndrome | Hereditary neoplastic syndrome | Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3638791","VCV003638791","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3642214","VCV003642214","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | COMMON Syndrome | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3705807","VCV003705807","cancer","Neoplastic Syndromes, Hereditary | Hereditary Cancer Syndrome | Tumor predisposition | Hereditary cancer-predisposing syndrome | Hereditary neoplastic syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3706351","VCV003706351","cancer","COMMON Syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS | Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Hereditary Cancer Syndrome | Tumor predisposition | Hereditary neoplastic syndrome","Pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3780825","VCV003780825","cancer","COMMON Syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3818842","VCV003818842","cancer","TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TPDS1 | TPDS | Hereditary cancer-predisposing syndrome | Neoplastic Syndromes, Hereditary | Tumor predisposition | Hereditary Cancer Syndrome | Hereditary neoplastic syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3891307","VCV003891307","cancer","Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome | Neoplastic Syndromes, Hereditary","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3891308","VCV003891308","cancer","Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome | Neoplastic Syndromes, Hereditary","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3986726","VCV003986726","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","3986900","VCV003986900","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","4056297","VCV004056297","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | Tumor susceptibility linked to germline BAP1 mutations | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","4075813","VCV004075813","cancer","Tumor susceptibility linked to germline BAP1 mutations | BAP1-related tumor predisposition syndrome | BAP1 tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | COMMON Syndrome | TPDS1 | TPDS | Clear cell renal cell carcinoma, splenic hamartoma, uterine leiomyoma, skin lesions. Family history.","Pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","4082300","VCV004082300","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","4294247","VCV004294247","cancer","Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | BAP1-related tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","4620625","VCV004620625","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","4620792","VCV004620792","cancer","Neoplastic Syndromes, Hereditary | Hereditary cancer-predisposing syndrome | Tumor predisposition | Hereditary neoplastic syndrome | Hereditary Cancer Syndrome","Likely pathogenic","""cancer"" AND ""likely pathogenic""","ClinVar_XML"
"BAP1","4719542","VCV004719542","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4719815","VCV004719815","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4720727","VCV004720727","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4720825","VCV004720825","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4722374","VCV004722374","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4722836","VCV004722836","cancer","Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | BAP1-related tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4723820","VCV004723820","cancer","Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | BAP1-related tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4724393","VCV004724393","cancer","Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | BAP1-related tumor predisposition syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1 tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4725110","VCV004725110","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4725193","VCV004725193","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4725213","VCV004725213","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4725329","VCV004725329","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4726105","VCV004726105","cancer","BAP1 tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | BAP1-related tumor predisposition syndrome | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4726545","VCV004726545","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4726705","VCV004726705","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4727669","VCV004727669","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4727816","VCV004727816","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4728223","VCV004728223","cancer","BAP1-related tumor predisposition syndrome | Tumor susceptibility linked to germline BAP1 mutations | BAP1 tumor predisposition syndrome | COMMON Syndrome | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Likely benign","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4728534","VCV004728534","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | COMMON Syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Pathogenic","""cancer"" AND pathogenic","ClinVar_XML"
"BAP1","4728611","VCV004728611","cancer","BAP1 tumor predisposition syndrome | BAP1-related tumor predisposition syndrome | COMMON Syndrome | Tumor susceptibility linked to germline BAP1 mutations | TUMOR PREDISPOSITION SYNDROME 1 | TPDS1 | TPDS","Uncertain significance","""cancer"" AND pathogenic","ClinVar_XML"
