"PMID","Gene","Entrez_ID","Evidence_Text","Source","Title","Journal","Year"
"22683712","PHACTR1","221692","Migraine without aura is the most common form of migraine, characterized by recurrent disabling headache and associated autonomic symptoms. To identify common genetic variants associated with this migraine type, we analyzed genome-wide association data of 2,326 clinic-based German and Dutch individuals with migraine without aura and 4,580 population-matched controls. We selected SNPs from 12 loci with 2 or more SNPs associated with P values of <1 x 10(-5) for replication testing in 2,508 individ","PubTator3","Genome-wide association analysis identifies susceptibility loci for migraine without aura.","Nature genetics","2012"
"22683712","ASTN2","23245","Migraine without aura is the most common form of migraine, characterized by recurrent disabling headache and associated autonomic symptoms. To identify common genetic variants associated with this migraine type, we analyzed genome-wide association data of 2,326 clinic-based German and Dutch individuals with migraine without aura and 4,580 population-matched controls. We selected SNPs from 12 loci with 2 or more SNPs associated with P values of <1 x 10(-5) for replication testing in 2,508 individ","PubTator3","Genome-wide association analysis identifies susceptibility loci for migraine without aura.","Nature genetics","2012"
"22683712","TRPM8","79054","Migraine without aura is the most common form of migraine, characterized by recurrent disabling headache and associated autonomic symptoms. To identify common genetic variants associated with this migraine type, we analyzed genome-wide association data of 2,326 clinic-based German and Dutch individuals with migraine without aura and 4,580 population-matched controls. We selected SNPs from 12 loci with 2 or more SNPs associated with P values of <1 x 10(-5) for replication testing in 2,508 individ","PubTator3","Genome-wide association analysis identifies susceptibility loci for migraine without aura.","Nature genetics","2012"
"22683712","LRP1","4035","Migraine without aura is the most common form of migraine, characterized by recurrent disabling headache and associated autonomic symptoms. To identify common genetic variants associated with this migraine type, we analyzed genome-wide association data of 2,326 clinic-based German and Dutch individuals with migraine without aura and 4,580 population-matched controls. We selected SNPs from 12 loci with 2 or more SNPs associated with P values of <1 x 10(-5) for replication testing in 2,508 individ","PubTator3","Genome-wide association analysis identifies susceptibility loci for migraine without aura.","Nature genetics","2012"
"22784462","CACNA1A","773","Detection of a novel mutation in the CACNA1A gene.","PubTator3","Detection of a novel mutation in the CACNA1A gene.","Twin research and human genetics : the official journal of the International Society for Twin Studies","2012"
"22784462","FHM2","477","Familial hemiplegic migraine (FHM) is a rare autosomal dominant subtype of migraine with aura. It is divided into three subtypes FHM1, FHM2 and FHM3, which are caused by mutations in the CACNA1A, ATP1A2 and SCN1A genes respectively. As part of a regular diagnostic service, we investigated 168 patients with FHM symptoms. Samples were tested for mutations contained within the CACNA1A gene. Some tested samples (4.43%) showed an FHM1 mutation, with five of the mutations found in exon 5, one mutation","PubTator3","Detection of a novel mutation in the CACNA1A gene.","Twin research and human genetics : the official journal of the International Society for Twin Studies","2012"
"22784462","FHM3","6323","Familial hemiplegic migraine (FHM) is a rare autosomal dominant subtype of migraine with aura. It is divided into three subtypes FHM1, FHM2 and FHM3, which are caused by mutations in the CACNA1A, ATP1A2 and SCN1A genes respectively. As part of a regular diagnostic service, we investigated 168 patients with FHM symptoms. Samples were tested for mutations contained within the CACNA1A gene. Some tested samples (4.43%) showed an FHM1 mutation, with five of the mutations found in exon 5, one mutation","PubTator3","Detection of a novel mutation in the CACNA1A gene.","Twin research and human genetics : the official journal of the International Society for Twin Studies","2012"
"22784462","ATP1A2","477","Familial hemiplegic migraine (FHM) is a rare autosomal dominant subtype of migraine with aura. It is divided into three subtypes FHM1, FHM2 and FHM3, which are caused by mutations in the CACNA1A, ATP1A2 and SCN1A genes respectively. As part of a regular diagnostic service, we investigated 168 patients with FHM symptoms. Samples were tested for mutations contained within the CACNA1A gene. Some tested samples (4.43%) showed an FHM1 mutation, with five of the mutations found in exon 5, one mutation","PubTator3","Detection of a novel mutation in the CACNA1A gene.","Twin research and human genetics : the official journal of the International Society for Twin Studies","2012"
"22784462","SCN1A","6323","Familial hemiplegic migraine (FHM) is a rare autosomal dominant subtype of migraine with aura. It is divided into three subtypes FHM1, FHM2 and FHM3, which are caused by mutations in the CACNA1A, ATP1A2 and SCN1A genes respectively. As part of a regular diagnostic service, we investigated 168 patients with FHM symptoms. Samples were tested for mutations contained within the CACNA1A gene. Some tested samples (4.43%) showed an FHM1 mutation, with five of the mutations found in exon 5, one mutation","PubTator3","Detection of a novel mutation in the CACNA1A gene.","Twin research and human genetics : the official journal of the International Society for Twin Studies","2012"
"22845787","PRRT2","112476","Familial PRRT2 mutation with heterogeneous paroxysmal disorders including paroxysmal torticollis and hemiplegic migraine.","PubTator3","Familial PRRT2 mutation with heterogeneous paroxysmal disorders including paroxysmal torticollis and hemiplegic migraine.","Developmental medicine and child neurology","2012"
"22865486","endothelial NO synthase","4846","The pathogenic mechanisms involved in migraine are complex and not completely clarified. Because there is evidence for the involvement of nitric oxide (NO) in migraine pathophysiology, candidate gene approaches focusing on genes affecting the endothelial function have been studied including the genes encoding endothelial NO synthase (eNOS), inducible NO synthase (iNOS), and vascular endothelial growth factor (VEGF). However, investigations on gene-gene interactions are warranted to better elucid","PubTator3","Interaction among nitric oxide (NO)-related genes in migraine susceptibility.","Molecular and cellular biochemistry","2012"
"22865486","eNOS","4846","The pathogenic mechanisms involved in migraine are complex and not completely clarified. Because there is evidence for the involvement of nitric oxide (NO) in migraine pathophysiology, candidate gene approaches focusing on genes affecting the endothelial function have been studied including the genes encoding endothelial NO synthase (eNOS), inducible NO synthase (iNOS), and vascular endothelial growth factor (VEGF). However, investigations on gene-gene interactions are warranted to better elucid","PubTator3","Interaction among nitric oxide (NO)-related genes in migraine susceptibility.","Molecular and cellular biochemistry","2012"
"22865486","inducible NO synthase","4843","The pathogenic mechanisms involved in migraine are complex and not completely clarified. Because there is evidence for the involvement of nitric oxide (NO) in migraine pathophysiology, candidate gene approaches focusing on genes affecting the endothelial function have been studied including the genes encoding endothelial NO synthase (eNOS), inducible NO synthase (iNOS), and vascular endothelial growth factor (VEGF). However, investigations on gene-gene interactions are warranted to better elucid","PubTator3","Interaction among nitric oxide (NO)-related genes in migraine susceptibility.","Molecular and cellular biochemistry","2012"
"22865486","iNOS","4843","The pathogenic mechanisms involved in migraine are complex and not completely clarified. Because there is evidence for the involvement of nitric oxide (NO) in migraine pathophysiology, candidate gene approaches focusing on genes affecting the endothelial function have been studied including the genes encoding endothelial NO synthase (eNOS), inducible NO synthase (iNOS), and vascular endothelial growth factor (VEGF). However, investigations on gene-gene interactions are warranted to better elucid","PubTator3","Interaction among nitric oxide (NO)-related genes in migraine susceptibility.","Molecular and cellular biochemistry","2012"
"22865486","vascular endothelial growth factor","7422","The pathogenic mechanisms involved in migraine are complex and not completely clarified. Because there is evidence for the involvement of nitric oxide (NO) in migraine pathophysiology, candidate gene approaches focusing on genes affecting the endothelial function have been studied including the genes encoding endothelial NO synthase (eNOS), inducible NO synthase (iNOS), and vascular endothelial growth factor (VEGF). However, investigations on gene-gene interactions are warranted to better elucid","PubTator3","Interaction among nitric oxide (NO)-related genes in migraine susceptibility.","Molecular and cellular biochemistry","2012"
"22865486","VEGF","7422","The pathogenic mechanisms involved in migraine are complex and not completely clarified. Because there is evidence for the involvement of nitric oxide (NO) in migraine pathophysiology, candidate gene approaches focusing on genes affecting the endothelial function have been studied including the genes encoding endothelial NO synthase (eNOS), inducible NO synthase (iNOS), and vascular endothelial growth factor (VEGF). However, investigations on gene-gene interactions are warranted to better elucid","PubTator3","Interaction among nitric oxide (NO)-related genes in migraine susceptibility.","Molecular and cellular biochemistry","2012"
"22926161","MTHFR","4524","Genotypes of the MTHFR C677T and MTRR A66G genes act independently to reduce migraine disability in response to vitamin supplementation.","PubTator3","Genotypes of the MTHFR C677T and MTRR A66G genes act independently to reduce migraine disability in response to vitamin supplementation.","Pharmacogenetics and genomics","2012"
"22926161","MTRR","4552","Genotypes of the MTHFR C677T and MTRR A66G genes act independently to reduce migraine disability in response to vitamin supplementation.","PubTator3","Genotypes of the MTHFR C677T and MTRR A66G genes act independently to reduce migraine disability in response to vitamin supplementation.","Pharmacogenetics and genomics","2012"
"22926161","methylenetetrahydrofolate reductase","4524","BACKGROUND: Migraine is a chronic disabling neurovascular condition that may in part be caused by endothelial and cerebrovascular disruption induced by hyperhomocysteinaemia. We have previously provided evidence indicating that reduction of homocysteine by vitamin supplementation can reduce the occurrence of migraine in women. The current study examined the genotypic effects of methylenetetrahydrofolate reductase (MTHFR) and methionine synthase reductase (MTRR) gene variants on the occurrence of","PubTator3","Genotypes of the MTHFR C677T and MTRR A66G genes act independently to reduce migraine disability in response to vitamin supplementation.","Pharmacogenetics and genomics","2012"
"22926161","methionine synthase reductase","4552","BACKGROUND: Migraine is a chronic disabling neurovascular condition that may in part be caused by endothelial and cerebrovascular disruption induced by hyperhomocysteinaemia. We have previously provided evidence indicating that reduction of homocysteine by vitamin supplementation can reduce the occurrence of migraine in women. The current study examined the genotypic effects of methylenetetrahydrofolate reductase (MTHFR) and methionine synthase reductase (MTRR) gene variants on the occurrence of","PubTator3","Genotypes of the MTHFR C677T and MTRR A66G genes act independently to reduce migraine disability in response to vitamin supplementation.","Pharmacogenetics and genomics","2012"
"22969264","CACNA1A","773","Familial hemiplegic migraine with prolonged coma and cerebellar atrophy: CACNA1A T666M mutation in a Korean family.","PubTator3","Familial hemiplegic migraine with prolonged coma and cerebellar atrophy: CACNA1A T666M mutation in a Korean family.","Journal of Korean medical science","2012"
"23058564","EDNRA","1909","BACKGROUND/AIMS: Vascular dysfunction is implied in migraine. Endothelin type A receptor (EDNRA) is a receptor for endothelin-1, a potent vasoconstrictor. Several studies have investigated the association between EDNRA -231G>A SNP and migraine, but showed conflicting results. This study aimed to evaluate the association between EDNRA -231A allele and migraine by meta-analysis. METHODS: Relevant databases were searched to identify eligible studies published in English from 2000 to 2012. Data were","PubTator3","Association of 231G>A polymorphism of endothelin type A receptor gene with migraine: a meta-analysis.","Journal of the neurological sciences","2012"
"23058564","endothelin-1","1906","BACKGROUND/AIMS: Vascular dysfunction is implied in migraine. Endothelin type A receptor (EDNRA) is a receptor for endothelin-1, a potent vasoconstrictor. Several studies have investigated the association between EDNRA -231G>A SNP and migraine, but showed conflicting results. This study aimed to evaluate the association between EDNRA -231A allele and migraine by meta-analysis. METHODS: Relevant databases were searched to identify eligible studies published in English from 2000 to 2012. Data were","PubTator3","Association of 231G>A polymorphism of endothelin type A receptor gene with migraine: a meta-analysis.","Journal of the neurological sciences","2012"
"23077017","PRRT2","112476","PRRT2 links infantile convulsions and paroxysmal dyskinesia with migraine.","PubTator3","PRRT2 links infantile convulsions and paroxysmal dyskinesia with migraine.","Neurology","2012"
"23161188","methylenetetrahydrofolate reductase","4524","Frequency of the C677T variant of the methylenetetrahydrofolate reductase (MTHFR) gene in patients with migraine with or without aura - a preliminary report.","PubTator3","Frequency of the C677T variant of the methylenetetrahydrofolate reductase (MTHFR) gene in patients with migraine with or without aura - a preliminary report.","Neurologia i neurochirurgia polska","2012"
"23161188","MTHFR","4524","Frequency of the C677T variant of the methylenetetrahydrofolate reductase (MTHFR) gene in patients with migraine with or without aura - a preliminary report.","PubTator3","Frequency of the C677T variant of the methylenetetrahydrofolate reductase (MTHFR) gene in patients with migraine with or without aura - a preliminary report.","Neurologia i neurochirurgia polska","2012"
"23230240","MTHFR","4524","Lack of association between the MTHFR C677T variant and migraine with aura in an older population: could selective survival play a role?","PubTator3","Lack of association between the MTHFR C677T variant and migraine with aura in an older population: could selective survival play a role?","Cephalalgia : an international journal of headache","2013"
"23294458","TRPM8","79054","BACKGROUND AND PURPOSE: Genetic factors contribute to the aetiology of the prevalent form of migraine without aura (MO) and migraine with typical aura (MTA). Due to the complex inheritance of MO and MTA, the genetic background is still not fully established. In a population-based genome-wide association study by Chasman et al. (Nat Genet 2011: 43: 695-698), three common variants were found to confer risk of migraine at a genome-wide significant level (P < 5 x 10(-8) ). We aimed to evaluate the t","PubTator3","Replication and meta-analysis of common variants identifies a genome-wide significant locus in migraine.","European journal of neurology","2013"
"23294458","LRP1","4035","BACKGROUND AND PURPOSE: Genetic factors contribute to the aetiology of the prevalent form of migraine without aura (MO) and migraine with typical aura (MTA). Due to the complex inheritance of MO and MTA, the genetic background is still not fully established. In a population-based genome-wide association study by Chasman et al. (Nat Genet 2011: 43: 695-698), three common variants were found to confer risk of migraine at a genome-wide significant level (P < 5 x 10(-8) ). We aimed to evaluate the t","PubTator3","Replication and meta-analysis of common variants identifies a genome-wide significant locus in migraine.","European journal of neurology","2013"
"23294458","TSPAN-2","10100","BACKGROUND AND PURPOSE: Genetic factors contribute to the aetiology of the prevalent form of migraine without aura (MO) and migraine with typical aura (MTA). Due to the complex inheritance of MO and MTA, the genetic background is still not fully established. In a population-based genome-wide association study by Chasman et al. (Nat Genet 2011: 43: 695-698), three common variants were found to confer risk of migraine at a genome-wide significant level (P < 5 x 10(-8) ). We aimed to evaluate the t","PubTator3","Replication and meta-analysis of common variants identifies a genome-wide significant locus in migraine.","European journal of neurology","2013"
"23333373","c-Jun","3725","Rs6295 promoter variants of the serotonin type 1A receptor are differentially activated by c-Jun in vitro and correlate to transcript levels in human epileptic brain tissue.","PubTator3","Rs6295 promoter variants of the serotonin type 1A receptor are differentially activated by c-Jun in vitro and correlate to transcript levels in human epileptic brain tissue.","Brain research","2013"
"23333373","HTR1a","3350","Many brain disorders, including epilepsy, migraine and depression, manifest with episodic symptoms that may last for various time intervals. Transient alterations of neuronal function such as related to serotonin homeostasis generally underlie this phenomenon. Several nucleotide polymorphisms (SNPs) in gene promoters associated with these diseases have been described. For obvious reasons, their regulatory roles on gene expression particularly in human brain tissue remain largely enigmatic. The r","PubTator3","Rs6295 promoter variants of the serotonin type 1A receptor are differentially activated by c-Jun in vitro and correlate to transcript levels in human epileptic brain tissue.","Brain research","2013"
"23333373","Hes5","388585","Many brain disorders, including epilepsy, migraine and depression, manifest with episodic symptoms that may last for various time intervals. Transient alterations of neuronal function such as related to serotonin homeostasis generally underlie this phenomenon. Several nucleotide polymorphisms (SNPs) in gene promoters associated with these diseases have been described. For obvious reasons, their regulatory roles on gene expression particularly in human brain tissue remain largely enigmatic. The r","PubTator3","Rs6295 promoter variants of the serotonin type 1A receptor are differentially activated by c-Jun in vitro and correlate to transcript levels in human epileptic brain tissue.","Brain research","2013"
"23387428","OPA1","4976","Novel OPA1 missense mutation in a family with optic atrophy and severe widespread neurological disorder.","PubTator3","Novel OPA1 missense mutation in a family with optic atrophy and severe widespread neurological disorder.","Acta ophthalmologica","2013"
"23618705","CACNA1A","773","The aim of genetic studies in migraine is to identify key proteins in order to better understand the molecular mechanisms of this frequent but still incompletely understood condition. This review describes the current knowledge in the field of migraine genetics. Migraine genes have been, and still are, difficult to identify. The more common varieties of migraine are characterized by a high prevalence in the general population, and a high phenotypic variability. In the absence of any objective di","PubTator3","[Genetics of migraine].","Revue neurologique","2013"
"23618705","ATP1A2","477","The aim of genetic studies in migraine is to identify key proteins in order to better understand the molecular mechanisms of this frequent but still incompletely understood condition. This review describes the current knowledge in the field of migraine genetics. Migraine genes have been, and still are, difficult to identify. The more common varieties of migraine are characterized by a high prevalence in the general population, and a high phenotypic variability. In the absence of any objective di","PubTator3","[Genetics of migraine].","Revue neurologique","2013"
"23618705","FHM2","477","The aim of genetic studies in migraine is to identify key proteins in order to better understand the molecular mechanisms of this frequent but still incompletely understood condition. This review describes the current knowledge in the field of migraine genetics. Migraine genes have been, and still are, difficult to identify. The more common varieties of migraine are characterized by a high prevalence in the general population, and a high phenotypic variability. In the absence of any objective di","PubTator3","[Genetics of migraine].","Revue neurologique","2013"
"23618705","SCN1A","6323","The aim of genetic studies in migraine is to identify key proteins in order to better understand the molecular mechanisms of this frequent but still incompletely understood condition. This review describes the current knowledge in the field of migraine genetics. Migraine genes have been, and still are, difficult to identify. The more common varieties of migraine are characterized by a high prevalence in the general population, and a high phenotypic variability. In the absence of any objective di","PubTator3","[Genetics of migraine].","Revue neurologique","2013"
"23618705","FHM3","6323","The aim of genetic studies in migraine is to identify key proteins in order to better understand the molecular mechanisms of this frequent but still incompletely understood condition. This review describes the current knowledge in the field of migraine genetics. Migraine genes have been, and still are, difficult to identify. The more common varieties of migraine are characterized by a high prevalence in the general population, and a high phenotypic variability. In the absence of any objective di","PubTator3","[Genetics of migraine].","Revue neurologique","2013"
"23618705","PRRT2","112476","The aim of genetic studies in migraine is to identify key proteins in order to better understand the molecular mechanisms of this frequent but still incompletely understood condition. This review describes the current knowledge in the field of migraine genetics. Migraine genes have been, and still are, difficult to identify. The more common varieties of migraine are characterized by a high prevalence in the general population, and a high phenotypic variability. In the absence of any objective di","PubTator3","[Genetics of migraine].","Revue neurologique","2013"
"23660682","APOE","348","Investigation of APOE isoforms and the association between APOE E3 and E4 with migraine in the Australian Caucasian population.","PubTator3","Investigation of APOE isoforms and the association between APOE E3 and E4 with migraine in the Australian Caucasian population.","Neuroreport","2013"
"23660682","apolipoprotein E","348","Migraine is a debilitating neurovascular disease that is associated with pulsating head pain accompanied by nausea, vomiting, photophobia, phonophobia and sometimes visual sensory disturbances. Because of its role in nitric oxide regulation and interleukin release, apolipoprotein E (APOE) has been suggested to play a role in the migraine pathogenesis pathway. This study evaluated the potential role of three APOE variants in an Australian population and the role that they may play in susceptibili","PubTator3","Investigation of APOE isoforms and the association between APOE E3 and E4 with migraine in the Australian Caucasian population.","Neuroreport","2013"
"23772601","GRIA3","2892","Association of a GRIA3 gene polymorphism with migraine in an Australian case-control cohort.","PubTator3","Association of a GRIA3 gene polymorphism with migraine in an Australian case-control cohort.","Headache","2013"
"23772601","GRIA1","2890","BACKGROUND: The excitatory neurotransmitter glutamate has been implicated in both the hyperexcitability required for cortical spreading depression as well as activation of the trigeminovascular system required for the allodynia associated with migraine. Polymorphisms in the glutamate receptor ionotropic amino-3-hydroxy-5-methyl-4-isoxazole-propionin acid 1 (GRIA1) and GRIA3 genes that code for 2 of 4 subunits of the glutamate receptor have been previously associated with migraine in an Italian p","PubTator3","Association of a GRIA3 gene polymorphism with migraine in an Australian case-control cohort.","Headache","2013"
"23793025","AJAP1","55966","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23793025","TSPAN2","10100","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23793025","FHL5","9457","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23793025","C7orf10","79783","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23793025","MMP16","4325","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23793025","APOA1BP","128240","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23793025","TBC1D7","51256","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23793025","FUT9","10690","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23793025","STAT6","6778","Migraine is the most common brain disorder, affecting approximately 14% of the adult population, but its molecular mechanisms are poorly understood. We report the results of a meta-analysis across 29 genome-wide association studies, including a total of 23,285 individuals with migraine (cases) and 95,425 population-matched controls. We identified 12 loci associated with migraine susceptibility (P<5x10(-8)). Five loci are new: near AJAP1 at 1p36, near TSPAN2 at 1p13, within FHL5 at 6q16, within C","PubTator3","Genome-wide meta-analysis identifies new susceptibility loci for migraine.","Nature genetics","2013"
"23811028","MTHFR","4524","Association of MTHFR C677T polymorphism with susceptibility to migraine in the Chinese population.","PubTator3","Association of MTHFR C677T polymorphism with susceptibility to migraine in the Chinese population.","Neuroscience letters","2013"
"23811028","MAOA","4128","A number of genes have been implicated in the pathogenesis of migraine, a common neurological disorder also in China. However, data on association of genetic variations with migraine susceptibility among Chinese, which might be different from people of other ethnic background, are still scarce. We have therefore investigated the association of polymorphisms in four genes, MTHFR C677T, ACE I/D, MAOA T941G and TNF-beta G252A, which are considered to be with risk of migraine. A case-control study i","PubTator3","Association of MTHFR C677T polymorphism with susceptibility to migraine in the Chinese population.","Neuroscience letters","2013"
"23811028","TNF-beta","4049","A number of genes have been implicated in the pathogenesis of migraine, a common neurological disorder also in China. However, data on association of genetic variations with migraine susceptibility among Chinese, which might be different from people of other ethnic background, are still scarce. We have therefore investigated the association of polymorphisms in four genes, MTHFR C677T, ACE I/D, MAOA T941G and TNF-beta G252A, which are considered to be with risk of migraine. A case-control study i","PubTator3","Association of MTHFR C677T polymorphism with susceptibility to migraine in the Chinese population.","Neuroscience letters","2013"
"23919895","CACNA1A.","773","Migraine clusters in families and is considered to be a strongly heritable disorder. Hemiplegic migraine is a rare subtype of migraine with aura that may occur as a familial or a sporadic condition. Three genes have been identified studying families with familial hemiplegic migraine (FHM). The first FHM gene that was identified is CACNA1A. A second gene, FHM2, has been mapped to chromosome 1 q 21-23. The defect is a new mutation in the alpha2 subunit of the Na/K pump (ATP1A2). A third gene (FHM3","PubTator3","Migraine genetics: Part II.","Headache","2013"
"23919895","FHM2","477","Migraine clusters in families and is considered to be a strongly heritable disorder. Hemiplegic migraine is a rare subtype of migraine with aura that may occur as a familial or a sporadic condition. Three genes have been identified studying families with familial hemiplegic migraine (FHM). The first FHM gene that was identified is CACNA1A. A second gene, FHM2, has been mapped to chromosome 1 q 21-23. The defect is a new mutation in the alpha2 subunit of the Na/K pump (ATP1A2). A third gene (FHM3","PubTator3","Migraine genetics: Part II.","Headache","2013"
"23919895","ATP1A2","477","Migraine clusters in families and is considered to be a strongly heritable disorder. Hemiplegic migraine is a rare subtype of migraine with aura that may occur as a familial or a sporadic condition. Three genes have been identified studying families with familial hemiplegic migraine (FHM). The first FHM gene that was identified is CACNA1A. A second gene, FHM2, has been mapped to chromosome 1 q 21-23. The defect is a new mutation in the alpha2 subunit of the Na/K pump (ATP1A2). A third gene (FHM3","PubTator3","Migraine genetics: Part II.","Headache","2013"
"23919895","FHM3","6323","Migraine clusters in families and is considered to be a strongly heritable disorder. Hemiplegic migraine is a rare subtype of migraine with aura that may occur as a familial or a sporadic condition. Three genes have been identified studying families with familial hemiplegic migraine (FHM). The first FHM gene that was identified is CACNA1A. A second gene, FHM2, has been mapped to chromosome 1 q 21-23. The defect is a new mutation in the alpha2 subunit of the Na/K pump (ATP1A2). A third gene (FHM3","PubTator3","Migraine genetics: Part II.","Headache","2013"
"23919895","SCN1A","6323","Migraine clusters in families and is considered to be a strongly heritable disorder. Hemiplegic migraine is a rare subtype of migraine with aura that may occur as a familial or a sporadic condition. Three genes have been identified studying families with familial hemiplegic migraine (FHM). The first FHM gene that was identified is CACNA1A. A second gene, FHM2, has been mapped to chromosome 1 q 21-23. The defect is a new mutation in the alpha2 subunit of the Na/K pump (ATP1A2). A third gene (FHM3","PubTator3","Migraine genetics: Part II.","Headache","2013"
"23919895","TWIK-related spinal cord potassium channel","338567","Migraine clusters in families and is considered to be a strongly heritable disorder. Hemiplegic migraine is a rare subtype of migraine with aura that may occur as a familial or a sporadic condition. Three genes have been identified studying families with familial hemiplegic migraine (FHM). The first FHM gene that was identified is CACNA1A. A second gene, FHM2, has been mapped to chromosome 1 q 21-23. The defect is a new mutation in the alpha2 subunit of the Na/K pump (ATP1A2). A third gene (FHM3","PubTator3","Migraine genetics: Part II.","Headache","2013"
"23919895","KCNK18","338567","Migraine clusters in families and is considered to be a strongly heritable disorder. Hemiplegic migraine is a rare subtype of migraine with aura that may occur as a familial or a sporadic condition. Three genes have been identified studying families with familial hemiplegic migraine (FHM). The first FHM gene that was identified is CACNA1A. A second gene, FHM2, has been mapped to chromosome 1 q 21-23. The defect is a new mutation in the alpha2 subunit of the Na/K pump (ATP1A2). A third gene (FHM3","PubTator3","Migraine genetics: Part II.","Headache","2013"
"23985897","CACNA1A","12286","BACKGROUND: Various CACNA1A missense mutations cause familial hemiplegic migraine type 1 (FHM1), a rare monogenic subtype of migraine with aura. FHM1 mutation R192Q is associated with pure hemiplegic migraine, whereas the S218L mutation causes hemiplegic migraine, cerebellar ataxia, seizures, and mild head trauma-induced brain edema. Transgenic knock-in (KI) migraine mouse models were generated that carried either the FHM1 R192Q or the S218L mutation and were shown to exhibit increased CaV2.1 ch","PubTator3","RNA expression profiling in brains of familial hemiplegic migraine type 1 knock-in mice.","Cephalalgia : an international journal of headache","2014"
"23985897","CaV2.1","12286","BACKGROUND: Various CACNA1A missense mutations cause familial hemiplegic migraine type 1 (FHM1), a rare monogenic subtype of migraine with aura. FHM1 mutation R192Q is associated with pure hemiplegic migraine, whereas the S218L mutation causes hemiplegic migraine, cerebellar ataxia, seizures, and mild head trauma-induced brain edema. Transgenic knock-in (KI) migraine mouse models were generated that carried either the FHM1 R192Q or the S218L mutation and were shown to exhibit increased CaV2.1 ch","PubTator3","RNA expression profiling in brains of familial hemiplegic migraine type 1 knock-in mice.","Cephalalgia : an international journal of headache","2014"
