Gene,Frequency,Databases,Coverage_Percentage
ESR2,2,"opentargets, pubmed",22.22222222222222
LYL1,2,"clinvar, opentargets",22.22222222222222
MAPK3,2,"clinvar, opentargets",22.22222222222222
CXCL1,2,"opentargets, pubmed",22.22222222222222
EFHC1,2,"opentargets, pubmed",22.22222222222222
CYP26B1,2,"opentargets, pubmed",22.22222222222222
KTN1,2,"opentargets, pubmed",22.22222222222222
BLM,2,"opentargets, pubmed",22.22222222222222
CTAGE1,2,"gwasrapidd, opentargets",22.22222222222222
CTIF,2,"gwasrapidd, opentargets",22.22222222222222
GPC3,2,"clinvar, opentargets",22.22222222222222
FSHR,2,"opentargets, pubmed",22.22222222222222
TH,2,"opentargets, pubmed",22.22222222222222
NPC1L1,2,"opentargets, pubmed",22.22222222222222
CCL4,2,"opentargets, pubmed",22.22222222222222
CCL22,2,"opentargets, pubmed",22.22222222222222
SERPINA2,2,"gwasrapidd, opentargets",22.22222222222222
SERPINA6,2,"gwasrapidd, pubmed",22.22222222222222
DOCK4,2,"gwasrapidd, opentargets",22.22222222222222
DPH1,2,"gwasrapidd, pubmed",22.22222222222222
DMD,2,"gwasrapidd, opentargets",22.22222222222222
DMRTA1,2,"gwasrapidd, opentargets",22.22222222222222
PRC1,2,"gwasrapidd, opentargets",22.22222222222222
PPIC,2,"gwasrapidd, opentargets",22.22222222222222
DNAJA3,2,"gwasrapidd, opentargets",22.22222222222222
DGKZ,2,"gwasrapidd, opentargets",22.22222222222222
DENND1A,2,"gwasrapidd, opentargets",22.22222222222222
SCN10A,2,"gwasrapidd, opentargets",22.22222222222222
SDR9C7,2,"gwasrapidd, pubmed",22.22222222222222
SENP1,2,"gwasrapidd, opentargets",22.22222222222222
SAC3D1,2,"gwasrapidd, opentargets",22.22222222222222
SENP6,2,"gwasrapidd, opentargets",22.22222222222222
RELA,2,"gwasrapidd, opentargets",22.22222222222222
SAYSD1,2,"gwasrapidd, opentargets",22.22222222222222
RRBP1,2,"gwasrapidd, opentargets",22.22222222222222
RREB1,2,"gwasrapidd, opentargets",22.22222222222222
RTN4R,2,"gwasrapidd, opentargets",22.22222222222222
RPL41,2,"gwasrapidd, opentargets",22.22222222222222
ROMO1,2,"gwasrapidd, opentargets",22.22222222222222
RIN2,2,"gwasrapidd, opentargets",22.22222222222222
UBE2L6,2,"opentargets, pubmed",22.22222222222222
CTSF,2,"gwasrapidd, opentargets",22.22222222222222
RMI1,2,"gwasrapidd, opentargets",22.22222222222222
RGP1,2,"gwasrapidd, opentargets",22.22222222222222
REST,2,"gwasrapidd, opentargets",22.22222222222222
REV3L,2,"gwasrapidd, pubmed",22.22222222222222
RCCD1,2,"gwasrapidd, opentargets",22.22222222222222
RDH16,2,"gwasrapidd, pubmed",22.22222222222222
PABPC4,2,"gwasrapidd, opentargets",22.22222222222222
OCIAD1,2,"gwasrapidd, opentargets",22.22222222222222
OR10AD1,2,"gwasrapidd, opentargets",22.22222222222222
NUP43,2,"gwasrapidd, opentargets",22.22222222222222
NXPH4,2,"gwasrapidd, opentargets",22.22222222222222
PEX14,2,"gwasrapidd, omim",22.22222222222222
PFKM,2,"gwasrapidd, opentargets",22.22222222222222
PGF,2,"gwasrapidd, opentargets",22.22222222222222
QNG1,2,"gwasrapidd, opentargets",22.22222222222222
RBM20,2,"gwasrapidd, pubmed",22.22222222222222
RBM4,2,"gwasrapidd, opentargets",22.22222222222222
EIF2AK3,2,"gwasrapidd, opentargets",22.22222222222222
EHBP1L1,2,"gwasrapidd, opentargets",22.22222222222222
E2F4,2,"gwasrapidd, pubmed",22.22222222222222
ECM1,2,"gwasrapidd, opentargets",22.22222222222222
RBFOX3,2,"gwasrapidd, opentargets",22.22222222222222
PRKACG,2,"gwasrapidd, opentargets",22.22222222222222
RANGAP1,2,"gwasrapidd, opentargets",22.22222222222222
RAP1A,2,"gwasrapidd, opentargets",22.22222222222222
RAB30,2,"gwasrapidd, opentargets",22.22222222222222
RAB3IL1,2,"gwasrapidd, opentargets",22.22222222222222
RABGAP1L,2,"gwasrapidd, opentargets",22.22222222222222
PTPRD,2,"gwasrapidd, opentargets",22.22222222222222
PTPRF,2,"gwasrapidd, opentargets",22.22222222222222
PPP1R3C,2,"gwasrapidd, opentargets",22.22222222222222
POU4F3,2,"gwasrapidd, opentargets",22.22222222222222
PLEKHH2,2,"gwasrapidd, opentargets",22.22222222222222
PSTPIP1,2,"gwasrapidd, opentargets",22.22222222222222
PTCH1,2,"gwasrapidd, opentargets",22.22222222222222
PTK2B,2,"gwasrapidd, opentargets",22.22222222222222
PSMA3,2,"gwasrapidd, opentargets",22.22222222222222
PRKAB1,2,"gwasrapidd, opentargets",22.22222222222222
NFS1,2,"gwasrapidd, omim",22.22222222222222
NR1H3,2,"gwasrapidd, opentargets",22.22222222222222
NOP14,2,"gwasrapidd, opentargets",22.22222222222222
NPFF,2,"gwasrapidd, opentargets",22.22222222222222
NLGN2,2,"gwasrapidd, pubmed",22.22222222222222
NMRAL1,2,"gwasrapidd, opentargets",22.22222222222222
FERRY3,2,"gwasrapidd, opentargets",22.22222222222222
FBN2,2,"gwasrapidd, opentargets",22.22222222222222
NEGR1,2,"gwasrapidd, opentargets",22.22222222222222
NBEAL1,2,"gwasrapidd, opentargets",22.22222222222222
NCOA7,2,"gwasrapidd, opentargets",22.22222222222222
NMT1,2,"gwasrapidd, opentargets",22.22222222222222
NOC3L,2,"gwasrapidd, opentargets",22.22222222222222
NOL3,2,"gwasrapidd, opentargets",22.22222222222222
NOL4L,2,"gwasrapidd, opentargets",22.22222222222222
NKX2-5,2,"gwasrapidd, opentargets",22.22222222222222
PDZRN4,2,"gwasrapidd, opentargets",22.22222222222222
POC5,2,"gwasrapidd, opentargets",22.22222222222222
PLCD3,2,"gwasrapidd, opentargets",22.22222222222222
PLCE1,2,"gwasrapidd, opentargets",22.22222222222222
EYA1,2,"gwasrapidd, opentargets",22.22222222222222
FADS3,2,"gwasrapidd, opentargets",22.22222222222222
ESRRG,2,"gwasrapidd, opentargets",22.22222222222222
ETAA1,2,"gwasrapidd, opentargets",22.22222222222222
PCMT1,2,"gwasrapidd, opentargets",22.22222222222222
PAPPA,2,"gwasrapidd, opentargets",22.22222222222222
PAPSS2,2,"gwasrapidd, opentargets",22.22222222222222
ETV1,2,"gwasrapidd, opentargets",22.22222222222222
ETV6,2,"gwasrapidd, omim",22.22222222222222
EPHX2,2,"gwasrapidd, opentargets",22.22222222222222
ERBB3,2,"gwasrapidd, opentargets",22.22222222222222
PHB1,2,"gwasrapidd, opentargets",22.22222222222222
LCT,2,"opentargets, pubmed",22.22222222222222
VAT1,2,"opentargets, pubmed",22.22222222222222
PDCD1LG2,2,"opentargets, pubmed",22.22222222222222
LY6G5C,2,"opentargets, pubmed",22.22222222222222
GINM1,2,"opentargets, pubmed",22.22222222222222
HAX1,2,"opentargets, pubmed",22.22222222222222
IER2,2,"clinvar, gwasrapidd",22.22222222222222
GPX1,2,"clinvar, opentargets",22.22222222222222
CD33,2,"opentargets, pubmed",22.22222222222222
SGTB,2,"opentargets, pubmed",22.22222222222222
VIM,2,"opentargets, pubmed",22.22222222222222
FCAR,2,"opentargets, pubmed",22.22222222222222
CD38,2,"opentargets, pubmed",22.22222222222222
CDC42,2,"opentargets, pubmed",22.22222222222222
FLG,2,"clinvar, opentargets",22.22222222222222
FLNA,2,"clinvar, opentargets",22.22222222222222
GABRR1,2,"opentargets, pubmed",22.22222222222222
LRRK2,2,"opentargets, pubmed",22.22222222222222
PRDM11,2,"opentargets, pubmed",22.22222222222222
AR,2,"opentargets, pubmed",22.22222222222222
ATF5,2,"opentargets, pubmed",22.22222222222222
KMT2B,2,"clinvar, omim",22.22222222222222
IL9,2,"opentargets, pubmed",22.22222222222222
TNFRSF10A,2,"opentargets, pubmed",22.22222222222222
FAM234A,2,"gwasrapidd, opentargets",22.22222222222222
FAF1,2,"gwasrapidd, opentargets",22.22222222222222
FAM117B,2,"gwasrapidd, opentargets",22.22222222222222
NR3C1,2,"gwasrapidd, opentargets",22.22222222222222
NRAP,2,"gwasrapidd, opentargets",22.22222222222222
DLG4,2,"clinvar, opentargets",22.22222222222222
PRKCSH,2,"opentargets, uniprot",22.22222222222222
EDNRB,2,"opentargets, pubmed",22.22222222222222
MACF1,2,"gwasrapidd, opentargets",22.22222222222222
MAD1L1,2,"gwasrapidd, opentargets",22.22222222222222
MADD,2,"gwasrapidd, opentargets",22.22222222222222
LRP1B,2,"gwasrapidd, pubmed",22.22222222222222
LRP4,2,"gwasrapidd, opentargets",22.22222222222222
MAU2,2,"gwasrapidd, opentargets",22.22222222222222
MBOAT4,2,"gwasrapidd, opentargets",22.22222222222222
MAP4K1,2,"gwasrapidd, opentargets",22.22222222222222
MYO6,2,"gwasrapidd, opentargets",22.22222222222222
MYBPC3,2,"gwasrapidd, opentargets",22.22222222222222
MTMR3,2,"gwasrapidd, opentargets",22.22222222222222
GABRA4,2,"gwasrapidd, opentargets",22.22222222222222
FRYL,2,"gwasrapidd, opentargets",22.22222222222222
FSHB,2,"gwasrapidd, opentargets",22.22222222222222
FHAD1,2,"gwasrapidd, opentargets",22.22222222222222
LYVE1,2,"gwasrapidd, opentargets",22.22222222222222
MROH2A,2,"gwasrapidd, opentargets",22.22222222222222
MRPL49,2,"gwasrapidd, omim",22.22222222222222
MRPS6,2,"gwasrapidd, opentargets",22.22222222222222
NAALADL1,2,"gwasrapidd, opentargets",22.22222222222222
NAB2,2,"gwasrapidd, pubmed",22.22222222222222
NARS1,2,"gwasrapidd, opentargets",22.22222222222222
NAXE,2,"gwasrapidd, opentargets",22.22222222222222
MYO3B,2,"gwasrapidd, opentargets",22.22222222222222
GDPD3,2,"clinvar, opentargets",22.22222222222222
NRP1,2,"gwasrapidd, opentargets",22.22222222222222
MRC2,2,"gwasrapidd, opentargets",22.22222222222222
MIR9-1HG,2,"gwasrapidd, opentargets",22.22222222222222
MINPP1,2,"gwasrapidd, opentargets",22.22222222222222
METRNL,2,"gwasrapidd, opentargets",22.22222222222222
MTF1,2,"gwasrapidd, opentargets",22.22222222222222
MRGPRG,2,"gwasrapidd, opentargets",22.22222222222222
IFT43,2,"gwasrapidd, opentargets",22.22222222222222
IGF1R,2,"gwasrapidd, opentargets",22.22222222222222
INSC,2,"gwasrapidd, opentargets",22.22222222222222
IPO13,2,"gwasrapidd, opentargets",22.22222222222222
IRAG1,2,"gwasrapidd, opentargets",22.22222222222222
INPP5A,2,"gwasrapidd, pubmed",22.22222222222222
INPP5B,2,"gwasrapidd, opentargets",22.22222222222222
KIF6,2,"gwasrapidd, opentargets",22.22222222222222
HSPA1A,2,"gwasrapidd, opentargets",22.22222222222222
HOXD8,2,"gwasrapidd, opentargets",22.22222222222222
HOXB2,2,"gwasrapidd, opentargets",22.22222222222222
HOXB4,2,"gwasrapidd, opentargets",22.22222222222222
HMGXB3,2,"gwasrapidd, opentargets",22.22222222222222
HIC1,2,"gwasrapidd, opentargets",22.22222222222222
IGSF9B,2,"gwasrapidd, opentargets",22.22222222222222
IL19,2,"gwasrapidd, opentargets",22.22222222222222
DHPS,2,"clinvar, opentargets",22.22222222222222
GPHA2,2,"gwasrapidd, opentargets",22.22222222222222
ATRIP,2,"clinvar, gwasrapidd",22.22222222222222
ATRIP-TREX1,2,"clinvar, gwasrapidd",22.22222222222222
ADGRL1,2,"clinvar, opentargets",22.22222222222222
CCDC102B,2,"clinvar, opentargets",22.22222222222222
ALDH18A1,2,"clinvar, opentargets",22.22222222222222
HSF4,2,"gwasrapidd, opentargets",22.22222222222222
AJAP1,2,"opentargets, pubmed",22.22222222222222
CSK,2,"opentargets, pubmed",22.22222222222222
THRA,2,"opentargets, pubmed",22.22222222222222
EPHA5,2,"opentargets, pubmed",22.22222222222222
NNT,2,"opentargets, pubmed",22.22222222222222
DOK6,2,"clinvar, opentargets",22.22222222222222
DSP,2,"clinvar, opentargets",22.22222222222222
DALRD3,2,"clinvar, omim",22.22222222222222
TUBG2,2,"opentargets, pubmed",22.22222222222222
NFIA,2,"opentargets, pubmed",22.22222222222222
RUFY2,2,"opentargets, pubmed",22.22222222222222
GPR39,2,"opentargets, pubmed",22.22222222222222
TBC1D17,2,"opentargets, pubmed",22.22222222222222
UPP2,2,"opentargets, pubmed",22.22222222222222
TRESK,2,"pubmed, uniprot",22.22222222222222
CACNL1A4,2,"pubmed, uniprot",22.22222222222222
RETN,2,"opentargets, pubmed",22.22222222222222
CHRNA4,2,"opentargets, pubmed",22.22222222222222
LRRC4C,2,"opentargets, pubmed",22.22222222222222
DLG2,2,"opentargets, pubmed",22.22222222222222
ATP1A1,2,"opentargets, pubmed",22.22222222222222
CBLN1,2,"opentargets, pubmed",22.22222222222222
MAML3,2,"opentargets, pubmed",22.22222222222222
NEIL1,2,"opentargets, pubmed",22.22222222222222
KIF26B,2,"gwasrapidd, opentargets",22.22222222222222
HCG20,2,"gwasrapidd, opentargets",22.22222222222222
HCK,2,"gwasrapidd, opentargets",22.22222222222222
HBA1,2,"gwasrapidd, opentargets",22.22222222222222
HABP2,2,"gwasrapidd, opentargets",22.22222222222222
LPIN3,2,"gwasrapidd, opentargets",22.22222222222222
HNRNPK,2,"gwasrapidd, opentargets",22.22222222222222
BMAL1,2,"opentargets, pubmed",22.22222222222222
KCNK7,2,"gwasrapidd, opentargets",22.22222222222222
KDM4A,2,"gwasrapidd, opentargets",22.22222222222222
KCNA4,2,"gwasrapidd, opentargets",22.22222222222222
LINGO2,2,"gwasrapidd, opentargets",22.22222222222222
LINC01360,2,"gwasrapidd, opentargets",22.22222222222222
LHX2,2,"gwasrapidd, opentargets",22.22222222222222
LEPR,2,"gwasrapidd, opentargets",22.22222222222222
LEPROTL1,2,"gwasrapidd, opentargets",22.22222222222222
ADGRL1-AS1,1,clinvar,11.11111111111111
ADNP2,1,clinvar,11.11111111111111
AFF2,1,clinvar,11.11111111111111
AGXT2,1,clinvar,11.11111111111111
AKAP2,1,clinvar,11.11111111111111
ALDOA,1,clinvar,11.11111111111111
AMIGO3,1,clinvar,11.11111111111111
AMT,1,clinvar,11.11111111111111
ANK2,1,clinvar,11.11111111111111
ANKRD11,1,clinvar,11.11111111111111
transforming growth factor beta,1,pubmed,11.11111111111111
Vnn1,1,pubmed,11.11111111111111
superoxide dismutase 1,1,pubmed,11.11111111111111
syntaxin 1A,1,pubmed,11.11111111111111
syntaxin 1A.,1,pubmed,11.11111111111111
Taar1,1,pubmed,11.11111111111111
tetraspanin 2,1,pubmed,11.11111111111111
TGF-beta,1,pubmed,11.11111111111111
Th,1,pubmed,11.11111111111111
thrombin,1,pubmed,11.11111111111111
SLC24A4,1,pubmed,11.11111111111111
SLC25A27,1,pubmed,11.11111111111111
SLC39A8,1,pubmed,11.11111111111111
SNAIL,1,pubmed,11.11111111111111
SNARE,1,pubmed,11.11111111111111
SPOCD1,1,pubmed,11.11111111111111
SRP14,1,pubmed,11.11111111111111
STUM,1,pubmed,11.11111111111111
serotonin receptor 1B,1,pubmed,11.11111111111111
serotonin receptor 6,1,pubmed,11.11111111111111
Serotonin transporter,1,pubmed,11.11111111111111
SERPIN A6,1,pubmed,11.11111111111111
Serpine1,1,pubmed,11.11111111111111
sex hormone-binding globulin,1,pubmed,11.11111111111111
Signal Transducer and Activator of Transcription 6,1,pubmed,11.11111111111111
sirtuin-5,1,pubmed,11.11111111111111
RyR,1,pubmed,11.11111111111111
S100a9,1,pubmed,11.11111111111111
SCN1A.,1,pubmed,11.11111111111111
SDC4,1,pubmed,11.11111111111111
SEMA6C,1,pubmed,11.11111111111111
SEPHS2,1,pubmed,11.11111111111111
serine-racemase,1,pubmed,11.11111111111111
serotonin 5-HT2C receptor,1,pubmed,11.11111111111111
HOXB9,1,gwasrapidd,11.11111111111111
HOXBLINC,1,gwasrapidd,11.11111111111111
HOXD-AS2,1,gwasrapidd,11.11111111111111
HOXD1,1,gwasrapidd,11.11111111111111
HOXD10,1,gwasrapidd,11.11111111111111
HOXD11,1,gwasrapidd,11.11111111111111
HOXD12,1,gwasrapidd,11.11111111111111
HOXD13,1,gwasrapidd,11.11111111111111
HOXB-AS2,1,gwasrapidd,11.11111111111111
HOXB-AS3,1,gwasrapidd,11.11111111111111
HOXB-AS4,1,gwasrapidd,11.11111111111111
HOXB1,1,gwasrapidd,11.11111111111111
HOXB5,1,gwasrapidd,11.11111111111111
HOXB6,1,gwasrapidd,11.11111111111111
HOXB7,1,gwasrapidd,11.11111111111111
HOXB8,1,gwasrapidd,11.11111111111111
CACH4,1,uniprot,11.11111111111111
CACN3,1,uniprot,11.11111111111111
G19P1,1,uniprot,11.11111111111111
GLAST,1,uniprot,11.11111111111111
HNRNPKP3,1,gwasrapidd,11.11111111111111
HNRNPRP1,1,gwasrapidd,11.11111111111111
HNRNPUL1,1,gwasrapidd,11.11111111111111
HOXB-AS1,1,gwasrapidd,11.11111111111111
vitamin D binding protein,1,pubmed,11.11111111111111
Vnn-1,1,pubmed,11.11111111111111
TRIM5,1,uniprot,11.11111111111111
von Willebrand factor,1,pubmed,11.11111111111111
WNT4,1,pubmed,11.11111111111111
zinc finger protein 555,1,pubmed,11.11111111111111
ZNF423,1,pubmed,11.11111111111111
ZNF555,1,pubmed,11.11111111111111
IGKV3OR2-268,1,gwasrapidd,11.11111111111111
IGLCOR22-2,1,gwasrapidd,11.11111111111111
IGLL1,1,gwasrapidd,11.11111111111111
IGLVIVOR22-2,1,gwasrapidd,11.11111111111111
IKZF4,1,gwasrapidd,11.11111111111111
IKZF5,1,gwasrapidd,11.11111111111111
IMMP2L,1,gwasrapidd,11.11111111111111
HEXIM2-AS1,1,gwasrapidd,11.11111111111111
HYAL6P,1,gwasrapidd,11.11111111111111
HYDINP1,1,gwasrapidd,11.11111111111111
IATPR,1,gwasrapidd,11.11111111111111
IER2-AS1,1,gwasrapidd,11.11111111111111
IER3,1,gwasrapidd,11.11111111111111
IER3-AS1,1,gwasrapidd,11.11111111111111
IFITM8P,1,gwasrapidd,11.11111111111111
IGFBP7,1,gwasrapidd,11.11111111111111
HSP90B3P,1,gwasrapidd,11.11111111111111
HSPA14,1,gwasrapidd,11.11111111111111
HSPA1B,1,gwasrapidd,11.11111111111111
HSPA1L,1,gwasrapidd,11.11111111111111
HSPE1P24,1,gwasrapidd,11.11111111111111
HTRA1-AS1,1,gwasrapidd,11.11111111111111
HUS1B,1,gwasrapidd,11.11111111111111
HYAL4,1,gwasrapidd,11.11111111111111
HOXD3,1,gwasrapidd,11.11111111111111
HOXD4,1,gwasrapidd,11.11111111111111
HOXD9,1,gwasrapidd,11.11111111111111
HPCAL4,1,gwasrapidd,11.11111111111111
HPS1,1,gwasrapidd,11.11111111111111
HPS1-AS1,1,gwasrapidd,11.11111111111111
HSD17B3,1,gwasrapidd,11.11111111111111
HSD17B6,1,gwasrapidd,11.11111111111111
HNRNPA3P8,1,gwasrapidd,11.11111111111111
HNRNPK-AS1,1,gwasrapidd,11.11111111111111
INA,1,gwasrapidd,11.11111111111111
ING3,1,gwasrapidd,11.11111111111111
INHBA,1,gwasrapidd,11.11111111111111
INHBA-AS1,1,gwasrapidd,11.11111111111111
INKA2,1,gwasrapidd,11.11111111111111
INKA2-AS1,1,gwasrapidd,11.11111111111111
HMGN1P38,1,gwasrapidd,11.11111111111111
HMGN2P29,1,gwasrapidd,11.11111111111111
HMGN2P33,1,gwasrapidd,11.11111111111111
HMGN2P4,1,gwasrapidd,11.11111111111111
HNRNPA1P16,1,gwasrapidd,11.11111111111111
HNRNPA1P2,1,gwasrapidd,11.11111111111111
HNRNPA1P36,1,gwasrapidd,11.11111111111111
HNRNPA1P5,1,gwasrapidd,11.11111111111111
HLA-F,1,gwasrapidd,11.11111111111111
HLA-F-AS1,1,gwasrapidd,11.11111111111111
HMGA1,1,gwasrapidd,11.11111111111111
HMGB1P14,1,gwasrapidd,11.11111111111111
HMGB1P4,1,gwasrapidd,11.11111111111111
HMGB3P19,1,gwasrapidd,11.11111111111111
HMGN1P3,1,gwasrapidd,11.11111111111111
HMGN1P30,1,gwasrapidd,11.11111111111111
HEXIM2-AS2,1,gwasrapidd,11.11111111111111
HEY2-AS1,1,gwasrapidd,11.11111111111111
HEYL,1,gwasrapidd,11.11111111111111
HIGD1AP16,1,gwasrapidd,11.11111111111111
HIGD1B,1,gwasrapidd,11.11111111111111
HINT2,1,gwasrapidd,11.11111111111111
HIPK2,1,gwasrapidd,11.11111111111111
HJURP,1,gwasrapidd,11.11111111111111
KIAA2012-AS1,1,gwasrapidd,11.11111111111111
KIF18B,1,gwasrapidd,11.11111111111111
KIF18B-DT,1,gwasrapidd,11.11111111111111
KLF10,1,gwasrapidd,11.11111111111111
KLF9,1,gwasrapidd,11.11111111111111
KLF9-DT,1,gwasrapidd,11.11111111111111
KRT18P15,1,gwasrapidd,11.11111111111111
KRT18P46,1,gwasrapidd,11.11111111111111
KCND2,1,gwasrapidd,11.11111111111111
KCTD10,1,gwasrapidd,11.11111111111111
KCTD16,1,gwasrapidd,11.11111111111111
KCTD9,1,gwasrapidd,11.11111111111111
KDM4A-AS1,1,gwasrapidd,11.11111111111111
KDSR,1,gwasrapidd,11.11111111111111
KIAA0586,1,gwasrapidd,11.11111111111111
KIAA2012,1,gwasrapidd,11.11111111111111
ITGB5-AS1,1,gwasrapidd,11.11111111111111
ITPK1-AS1,1,gwasrapidd,11.11111111111111
JCAD,1,gwasrapidd,11.11111111111111
KANK1,1,gwasrapidd,11.11111111111111
KANK1-AS1,1,gwasrapidd,11.11111111111111
KATNBL1P4,1,gwasrapidd,11.11111111111111
KAZN,1,gwasrapidd,11.11111111111111
KBTBD8,1,gwasrapidd,11.11111111111111
INPP5B-AS1,1,gwasrapidd,11.11111111111111
INSL5,1,gwasrapidd,11.11111111111111
IPO5,1,gwasrapidd,11.11111111111111
IQGAP3,1,gwasrapidd,11.11111111111111
IRAG1-AS1,1,gwasrapidd,11.11111111111111
IRAIN,1,gwasrapidd,11.11111111111111
IRF4,1,gwasrapidd,11.11111111111111
ITGB1-DT,1,gwasrapidd,11.11111111111111
LINC00681,1,gwasrapidd,11.11111111111111
LINC00707,1,gwasrapidd,11.11111111111111
LINC00870,1,gwasrapidd,11.11111111111111
LINC00877,1,gwasrapidd,11.11111111111111
LINC00896,1,gwasrapidd,11.11111111111111
LINC00930,1,gwasrapidd,11.11111111111111
LINC01033,1,gwasrapidd,11.11111111111111
LINC01036,1,gwasrapidd,11.11111111111111
LIMD2,1,gwasrapidd,11.11111111111111
LINC00200,1,gwasrapidd,11.11111111111111
LINC00216,1,gwasrapidd,11.11111111111111
LINC00243,1,gwasrapidd,11.11111111111111
LINC00310,1,gwasrapidd,11.11111111111111
LINC00342,1,gwasrapidd,11.11111111111111
LINC00396,1,gwasrapidd,11.11111111111111
LINC00595,1,gwasrapidd,11.11111111111111
KRT8P52,1,gwasrapidd,11.11111111111111
KSR2,1,gwasrapidd,11.11111111111111
L3MBTL2-AS1,1,gwasrapidd,11.11111111111111
LARP4B,1,gwasrapidd,11.11111111111111
LCN1P1,1,gwasrapidd,11.11111111111111
LCN1P2,1,gwasrapidd,11.11111111111111
LGALS7,1,gwasrapidd,11.11111111111111
LIMCH1,1,gwasrapidd,11.11111111111111
KRT18P50,1,gwasrapidd,11.11111111111111
KRT18P57,1,gwasrapidd,11.11111111111111
KRT18P9,1,gwasrapidd,11.11111111111111
KRT19P1,1,gwasrapidd,11.11111111111111
KRT8P15,1,gwasrapidd,11.11111111111111
KRT8P23,1,gwasrapidd,11.11111111111111
KRT8P46,1,gwasrapidd,11.11111111111111
KRT8P51,1,gwasrapidd,11.11111111111111
LINC01942,1,gwasrapidd,11.11111111111111
LINC01943,1,gwasrapidd,11.11111111111111
LINC01963,1,gwasrapidd,11.11111111111111
LINC01978,1,gwasrapidd,11.11111111111111
LINC01979,1,gwasrapidd,11.11111111111111
LINC01985,1,gwasrapidd,11.11111111111111
LINC01991,1,gwasrapidd,11.11111111111111
LINC02040,1,gwasrapidd,11.11111111111111
LINC01818,1,gwasrapidd,11.11111111111111
LINC01828,1,gwasrapidd,11.11111111111111
LINC01829,1,gwasrapidd,11.11111111111111
LINC01847,1,gwasrapidd,11.11111111111111
LINC01863,1,gwasrapidd,11.11111111111111
LINC01876,1,gwasrapidd,11.11111111111111
LINC01931,1,gwasrapidd,11.11111111111111
LINC01933,1,gwasrapidd,11.11111111111111
LINC01486,1,gwasrapidd,11.11111111111111
LINC01517,1,gwasrapidd,11.11111111111111
LINC01661,1,gwasrapidd,11.11111111111111
LINC01718,1,gwasrapidd,11.11111111111111
LINC01752,1,gwasrapidd,11.11111111111111
LINC01754,1,gwasrapidd,11.11111111111111
LINC01765,1,gwasrapidd,11.11111111111111
LINC01798,1,gwasrapidd,11.11111111111111
LINC01165,1,gwasrapidd,11.11111111111111
LINC01198,1,gwasrapidd,11.11111111111111
LINC01412,1,gwasrapidd,11.11111111111111
LINC01440,1,gwasrapidd,11.11111111111111
LINC01441,1,gwasrapidd,11.11111111111111
LINC01449,1,gwasrapidd,11.11111111111111
LINC01484,1,gwasrapidd,11.11111111111111
LINC01485,1,gwasrapidd,11.11111111111111
LINC02570,1,gwasrapidd,11.11111111111111
LINC02587,1,gwasrapidd,11.11111111111111
LINC02641,1,gwasrapidd,11.11111111111111
LINC02644,1,gwasrapidd,11.11111111111111
LINC02646,1,gwasrapidd,11.11111111111111
LINC02665,1,gwasrapidd,11.11111111111111
LINC02676,1,gwasrapidd,11.11111111111111
LINC02730,1,gwasrapidd,11.11111111111111
LINC02388,1,gwasrapidd,11.11111111111111
LINC02409,1,gwasrapidd,11.11111111111111
LINC02416,1,gwasrapidd,11.11111111111111
LINC02484,1,gwasrapidd,11.11111111111111
LINC02489,1,gwasrapidd,11.11111111111111
LINC02523,1,gwasrapidd,11.11111111111111
LINC02530,1,gwasrapidd,11.11111111111111
LINC02557,1,gwasrapidd,11.11111111111111
LINC02156,1,gwasrapidd,11.11111111111111
LINC02157,1,gwasrapidd,11.11111111111111
LINC02205,1,gwasrapidd,11.11111111111111
LINC02210-CRHR1,1,gwasrapidd,11.11111111111111
LINC02227,1,gwasrapidd,11.11111111111111
LINC02235,1,gwasrapidd,11.11111111111111
LINC02238,1,gwasrapidd,11.11111111111111
LINC02241,1,gwasrapidd,11.11111111111111
LINC02058,1,gwasrapidd,11.11111111111111
LINC02059,1,gwasrapidd,11.11111111111111
LINC02064,1,gwasrapidd,11.11111111111111
LINC02075,1,gwasrapidd,11.11111111111111
LINC02086,1,gwasrapidd,11.11111111111111
LINC02109,1,gwasrapidd,11.11111111111111
LINC02118,1,gwasrapidd,11.11111111111111
LINC02146,1,gwasrapidd,11.11111111111111
LMBRD1,1,gwasrapidd,11.11111111111111
LMCD1-AS1,1,gwasrapidd,11.11111111111111
LMOD2,1,gwasrapidd,11.11111111111111
LNCPTCTS,1,gwasrapidd,11.11111111111111
LOC100127955,1,gwasrapidd,11.11111111111111
LOC100128121,1,gwasrapidd,11.11111111111111
LOC100128284,1,gwasrapidd,11.11111111111111
LOC100128310,1,gwasrapidd,11.11111111111111
LINC03016,1,gwasrapidd,11.11111111111111
LINC03032,1,gwasrapidd,11.11111111111111
LINC03047,1,gwasrapidd,11.11111111111111
LINC03057,1,gwasrapidd,11.11111111111111
LINC03082,1,gwasrapidd,11.11111111111111
LINC03093,1,gwasrapidd,11.11111111111111
LINP1,1,gwasrapidd,11.11111111111111
LMAN2,1,gwasrapidd,11.11111111111111
LINC02891,1,gwasrapidd,11.11111111111111
LINC02918,1,gwasrapidd,11.11111111111111
LINC02935,1,gwasrapidd,11.11111111111111
LINC02951,1,gwasrapidd,11.11111111111111
LINC02986,1,gwasrapidd,11.11111111111111
LINC02993,1,gwasrapidd,11.11111111111111
