Gene,Phenotype,Analysis_Date
FAM230I,migraine,2026-04-09 21:32:48
FAM234A,migraine,2026-04-09 21:32:48
FAM24A,migraine,2026-04-09 21:32:48
FAM24B,migraine,2026-04-09 21:32:48
FAM24B-CUZD1,migraine,2026-04-09 21:32:48
FAM3A,migraine,2026-04-09 21:32:48
FAM3B,migraine,2026-04-09 21:32:48
FAM3C,migraine,2026-04-09 21:32:48
FAM47A,migraine,2026-04-09 21:32:48
FAM47E,migraine,2026-04-09 21:32:48
FAM85B,migraine,2026-04-09 21:32:48
FAM86B3P,migraine,2026-04-09 21:32:48
FAM89B,migraine,2026-04-09 21:32:48
FAM98B,migraine,2026-04-09 21:32:48
FAM9C,migraine,2026-04-09 21:32:48
FAMILIAL,migraine,2026-04-09 21:32:48
FAMILY,migraine,2026-04-09 21:32:48
FANCD2,migraine,2026-04-09 21:32:48
FARIMPD,migraine,2026-04-09 21:32:48
FARP1,migraine,2026-04-09 21:32:48
FARS2,migraine,2026-04-09 21:32:48
FARSA,migraine,2026-04-09 21:32:48
FAS,migraine,2026-04-09 21:32:48
FASLG,migraine,2026-04-09 21:32:48
FASPS2,migraine,2026-04-09 21:32:48
FASTKD2,migraine,2026-04-09 21:32:48
FAT1P1,migraine,2026-04-09 21:32:48
FAT2,migraine,2026-04-09 21:32:48
FAU,migraine,2026-04-09 21:32:48
FBLL1,migraine,2026-04-09 21:32:48
FBN1,migraine,2026-04-09 21:32:48
FBN2,migraine,2026-04-09 21:32:48
FBN3,migraine,2026-04-09 21:32:48
FBXL4,migraine,2026-04-09 21:32:48
FBXL8,migraine,2026-04-09 21:32:48
FBXL9P,migraine,2026-04-09 21:32:48
FBXO15,migraine,2026-04-09 21:32:48
FBXO28,migraine,2026-04-09 21:32:48
FBXO41,migraine,2026-04-09 21:32:48
FBXO5,migraine,2026-04-09 21:32:48
FBXO7,migraine,2026-04-09 21:32:48
FBXW11,migraine,2026-04-09 21:32:48
FBXW12,migraine,2026-04-09 21:32:48
FBXW9,migraine,2026-04-09 21:32:48
FCAR,migraine,2026-04-09 21:32:48
FCF1P5,migraine,2026-04-09 21:32:48
FCGR3A,migraine,2026-04-09 21:32:48
FCGR3B,migraine,2026-04-09 21:32:48
FCGRT,migraine,2026-04-09 21:32:48
FCHO2,migraine,2026-04-09 21:32:48
FECH,migraine,2026-04-09 21:32:48
FER,migraine,2026-04-09 21:32:48
FERRY3,migraine,2026-04-09 21:32:48
FES,migraine,2026-04-09 21:32:48
FETAL,migraine,2026-04-09 21:32:48
FEVER,migraine,2026-04-09 21:32:48
FFAR2,migraine,2026-04-09 21:32:48
FGA,migraine,2026-04-09 21:32:48
FGB,migraine,2026-04-09 21:32:48
FGD6,migraine,2026-04-09 21:32:48
FGF-23,migraine,2026-04-09 21:32:48
FGF1,migraine,2026-04-09 21:32:48
FGF11,migraine,2026-04-09 21:32:48
FGF12,migraine,2026-04-09 21:32:48
FGF13,migraine,2026-04-09 21:32:48
FGF14,migraine,2026-04-09 21:32:48
FGF21,migraine,2026-04-09 21:32:48
FGF23,migraine,2026-04-09 21:32:48
FGF6,migraine,2026-04-09 21:32:48
FGFBP3,migraine,2026-04-09 21:32:48
FGFR1,migraine,2026-04-09 21:32:48
FGFR2,migraine,2026-04-09 21:32:48
FGFR3,migraine,2026-04-09 21:32:48
FGFR4,migraine,2026-04-09 21:32:48
FGFRL1,migraine,2026-04-09 21:32:48
FGGY,migraine,2026-04-09 21:32:48
FGR,migraine,2026-04-09 21:32:48
FHAD1,migraine,2026-04-09 21:32:48
FHL3,migraine,2026-04-09 21:32:48
FHL5,migraine,2026-04-09 21:32:48
FHM-2,migraine,2026-04-09 21:32:48
FHM1,migraine,2026-04-09 21:32:48
FHM2,migraine,2026-04-09 21:32:48
FHM3,migraine,2026-04-09 21:32:48
FHM4,migraine,2026-04-09 21:32:48
FHOD1,migraine,2026-04-09 21:32:48
FIGNL1,migraine,2026-04-09 21:32:48
FJX1,migraine,2026-04-09 21:32:48
FKBP1AP3,migraine,2026-04-09 21:32:48
FKBP5,migraine,2026-04-09 21:32:48
FKBP6,migraine,2026-04-09 21:32:48
FKTN,migraine,2026-04-09 21:32:48
FLCN,migraine,2026-04-09 21:32:48
FLG,migraine,2026-04-09 21:32:48
FLNA,migraine,2026-04-09 21:32:48
FLOT1,migraine,2026-04-09 21:32:48
FLRT2,migraine,2026-04-09 21:32:48
FLVCR1-AS1,migraine,2026-04-09 21:32:48
FLVCR2,migraine,2026-04-09 21:32:48
FLYWCH1,migraine,2026-04-09 21:32:48
FMNL1-DT,migraine,2026-04-09 21:32:48
FMO5,migraine,2026-04-09 21:32:48
FMR1,migraine,2026-04-09 21:32:48
FN1,migraine,2026-04-09 21:32:48
FN3KRP,migraine,2026-04-09 21:32:48
FOLR3,migraine,2026-04-09 21:32:48
FOS,migraine,2026-04-09 21:32:48
FOSB,migraine,2026-04-09 21:32:48
FOXI3,migraine,2026-04-09 21:32:48
FOXK2,migraine,2026-04-09 21:32:48
FOXN2,migraine,2026-04-09 21:32:48
FOXO3,migraine,2026-04-09 21:32:48
FOXP1,migraine,2026-04-09 21:32:48
FOXP1-AS1,migraine,2026-04-09 21:32:48
FOXP3,migraine,2026-04-09 21:32:48
FOXRED1,migraine,2026-04-09 21:32:48
FPLD9,migraine,2026-04-09 21:32:48
FPR2,migraine,2026-04-09 21:32:48
FRMD4A,migraine,2026-04-09 21:32:48
FRMD4A-AS1,migraine,2026-04-09 21:32:48
FRMD5,migraine,2026-04-09 21:32:48
FRMD7,migraine,2026-04-09 21:32:48
FRRS1L,migraine,2026-04-09 21:32:48
FRYL,migraine,2026-04-09 21:32:48
FSHB,migraine,2026-04-09 21:32:48
FSHR,migraine,2026-04-09 21:32:48
FSTL4,migraine,2026-04-09 21:32:48
FTH1,migraine,2026-04-09 21:32:48
FTH1P14,migraine,2026-04-09 21:32:48
FTLP20,migraine,2026-04-09 21:32:48
FTSJ3,migraine,2026-04-09 21:32:48
FUOM,migraine,2026-04-09 21:32:48
FURIN,migraine,2026-04-09 21:32:48
FUSION,migraine,2026-04-09 21:32:48
FUT1,migraine,2026-04-09 21:32:48
FUT2,migraine,2026-04-09 21:32:48
FUT9,migraine,2026-04-09 21:32:48
FVIII,migraine,2026-04-09 21:32:48
FVL,migraine,2026-04-09 21:32:48
FXN,migraine,2026-04-09 21:32:48
FXR2,migraine,2026-04-09 21:32:48
FZD1,migraine,2026-04-09 21:32:48
FZD4,migraine,2026-04-09 21:32:48
FZD5,migraine,2026-04-09 21:32:48
FZD7,migraine,2026-04-09 21:32:48
FZD9,migraine,2026-04-09 21:32:48
FZR1,migraine,2026-04-09 21:32:48
Fas Ligand,migraine,2026-04-09 21:32:48
FasL,migraine,2026-04-09 21:32:48
Fc receptor-like protein 4,migraine,2026-04-09 21:32:48
Fibrinogen,migraine,2026-04-09 21:32:48
Fos,migraine,2026-04-09 21:32:48
G protein beta3,migraine,2026-04-09 21:32:48
G protein-coupled receptor,migraine,2026-04-09 21:32:48
G-HMPSQC23JJ,migraine,2026-04-09 21:32:48
G19P1,migraine,2026-04-09 21:32:48
G31,migraine,2026-04-09 21:32:48
G40,migraine,2026-04-09 21:32:48
G43,migraine,2026-04-09 21:32:48
G44,migraine,2026-04-09 21:32:48
G6PC2,migraine,2026-04-09 21:32:48
G6PD,migraine,2026-04-09 21:32:48
G72,migraine,2026-04-09 21:32:48
GABA A receptors type epsilon,migraine,2026-04-09 21:32:48
GABBR1,migraine,2026-04-09 21:32:48
GABBR2,migraine,2026-04-09 21:32:48
GABPA,migraine,2026-04-09 21:32:48
GABPB1-AS1,migraine,2026-04-09 21:32:48
GABRA1,migraine,2026-04-09 21:32:48
GABRA2,migraine,2026-04-09 21:32:48
GABRA3,migraine,2026-04-09 21:32:48
GABRA4,migraine,2026-04-09 21:32:48
GABRA5,migraine,2026-04-09 21:32:48
GABRA6,migraine,2026-04-09 21:32:48
GABRB1,migraine,2026-04-09 21:32:48
GABRB2,migraine,2026-04-09 21:32:48
GABRB3,migraine,2026-04-09 21:32:48
GABRD,migraine,2026-04-09 21:32:48
GABRE,migraine,2026-04-09 21:32:48
GABRG1,migraine,2026-04-09 21:32:48
GABRG2,migraine,2026-04-09 21:32:48
GABRG3,migraine,2026-04-09 21:32:48
GABRP,migraine,2026-04-09 21:32:48
GABRQ,migraine,2026-04-09 21:32:48
GABRR1,migraine,2026-04-09 21:32:48
GABRR2,migraine,2026-04-09 21:32:48
GABRR3,migraine,2026-04-09 21:32:48
GACAT1,migraine,2026-04-09 21:32:48
GAD1,migraine,2026-04-09 21:32:48
GAD2,migraine,2026-04-09 21:32:48
GADD45A,migraine,2026-04-09 21:32:48
GADD45GIP1,migraine,2026-04-09 21:32:48
GAL,migraine,2026-04-09 21:32:48
GALC,migraine,2026-04-09 21:32:48
GALNS,migraine,2026-04-09 21:32:48
GALNT13,migraine,2026-04-09 21:32:48
GALNT3,migraine,2026-04-09 21:32:48
GALR1,migraine,2026-04-09 21:32:48
GAMMA,migraine,2026-04-09 21:32:48
GANGLIA,migraine,2026-04-09 21:32:48
GAP43,migraine,2026-04-09 21:32:48
GAPDHP24,migraine,2026-04-09 21:32:48
GAPDHP28,migraine,2026-04-09 21:32:48
GAPDHP40,migraine,2026-04-09 21:32:48
GARIN1A,migraine,2026-04-09 21:32:48
GAS2L1P2,migraine,2026-04-09 21:32:48
GAST,migraine,2026-04-09 21:32:48
GATA2,migraine,2026-04-09 21:32:48
GATA3,migraine,2026-04-09 21:32:48
GATA4,migraine,2026-04-09 21:32:48
GATA6,migraine,2026-04-09 21:32:48
GATAD2A,migraine,2026-04-09 21:32:48
GATB,migraine,2026-04-09 21:32:48
GATC,migraine,2026-04-09 21:32:48
GATED,migraine,2026-04-09 21:32:48
GATM,migraine,2026-04-09 21:32:48
GBA2,migraine,2026-04-09 21:32:48
GBP2,migraine,2026-04-09 21:32:48
GBP3,migraine,2026-04-09 21:32:48
GC,migraine,2026-04-09 21:32:48
GC Globulin,migraine,2026-04-09 21:32:48
GC globulin,migraine,2026-04-09 21:32:48
GCA,migraine,2026-04-09 21:32:48
GCDH,migraine,2026-04-09 21:32:48
GCG,migraine,2026-04-09 21:32:48
GCH1,migraine,2026-04-09 21:32:48
GCK,migraine,2026-04-09 21:32:48
GCLC,migraine,2026-04-09 21:32:48
GCNT2,migraine,2026-04-09 21:32:48
GCOM1,migraine,2026-04-09 21:32:48
GDAP1,migraine,2026-04-09 21:32:48
GDF1,migraine,2026-04-09 21:32:48
GDF10,migraine,2026-04-09 21:32:48
GDF15,migraine,2026-04-09 21:32:48
GDF2,migraine,2026-04-09 21:32:48
GDF5,migraine,2026-04-09 21:32:48
GDI1,migraine,2026-04-09 21:32:48
GDI2P2,migraine,2026-04-09 21:32:48
GDNF,migraine,2026-04-09 21:32:48
GDPD3,migraine,2026-04-09 21:32:48
GEM,migraine,2026-04-09 21:32:48
GEMIN2,migraine,2026-04-09 21:32:48
GENE-RELATED,migraine,2026-04-09 21:32:48
GENERALIZED,migraine,2026-04-09 21:32:48
GET3,migraine,2026-04-09 21:32:48
GFAP,migraine,2026-04-09 21:32:48
GFM1,migraine,2026-04-09 21:32:48
GFM2,migraine,2026-04-09 21:32:48
GFOD1,migraine,2026-04-09 21:32:48
GFPT2,migraine,2026-04-09 21:32:48
GFRA1,migraine,2026-04-09 21:32:48
GFRA3,migraine,2026-04-09 21:32:48
GFUS,migraine,2026-04-09 21:32:48
GGH,migraine,2026-04-09 21:32:48
GGT,migraine,2026-04-09 21:32:48
GGT1,migraine,2026-04-09 21:32:48
GGTLC1,migraine,2026-04-09 21:32:48
GGTLC3,migraine,2026-04-09 21:32:48
GGTLC4P,migraine,2026-04-09 21:32:48
GGTLC5P,migraine,2026-04-09 21:32:48
GH1,migraine,2026-04-09 21:32:48
GHRH,migraine,2026-04-09 21:32:48
GHRL,migraine,2026-04-09 21:32:48
GINM1,migraine,2026-04-09 21:32:48
GIPR,migraine,2026-04-09 21:32:48
GIT2,migraine,2026-04-09 21:32:48
GJA1,migraine,2026-04-09 21:32:48
GJC1,migraine,2026-04-09 21:32:48
GJD2,migraine,2026-04-09 21:32:48
GJE1,migraine,2026-04-09 21:32:48
GLA,migraine,2026-04-09 21:32:48
GLAST,migraine,2026-04-09 21:32:48
GLAST1,migraine,2026-04-09 21:32:48
GLI3,migraine,2026-04-09 21:32:48
GLIAL,migraine,2026-04-09 21:32:48
GLIPR1L2,migraine,2026-04-09 21:32:48
GLIS2,migraine,2026-04-09 21:32:48
GLMP,migraine,2026-04-09 21:32:48
GLO1,migraine,2026-04-09 21:32:48
GLP1R,migraine,2026-04-09 21:32:48
GLRA1,migraine,2026-04-09 21:32:48
GLRA3,migraine,2026-04-09 21:32:48
GLRX3,migraine,2026-04-09 21:32:48
GLS,migraine,2026-04-09 21:32:48
GLS2,migraine,2026-04-09 21:32:48
GLT1D1,migraine,2026-04-09 21:32:48
GLUCOSE,migraine,2026-04-09 21:32:48
GLUD2,migraine,2026-04-09 21:32:48
GLUL,migraine,2026-04-09 21:32:48
GLULP2,migraine,2026-04-09 21:32:48
GLUT1,migraine,2026-04-09 21:32:48
GLUT1DS2,migraine,2026-04-09 21:32:48
GLUTAMATE,migraine,2026-04-09 21:32:48
GLUTAMINE,migraine,2026-04-09 21:32:48
GM2A,migraine,2026-04-09 21:32:48
GMCL1,migraine,2026-04-09 21:32:48
GMCL2,migraine,2026-04-09 21:32:48
GMPPB,migraine,2026-04-09 21:32:48
GNAI1,migraine,2026-04-09 21:32:48
GNAI2,migraine,2026-04-09 21:32:48
GNAL,migraine,2026-04-09 21:32:48
GNAO1,migraine,2026-04-09 21:32:48
GNAQ,migraine,2026-04-09 21:32:48
GNAS,migraine,2026-04-09 21:32:48
GNAT1,migraine,2026-04-09 21:32:48
GNB1,migraine,2026-04-09 21:32:48
GNB3,migraine,2026-04-09 21:32:48
GNG12,migraine,2026-04-09 21:32:48
GNG2,migraine,2026-04-09 21:32:48
GNL3,migraine,2026-04-09 21:32:48
GNRH1,migraine,2026-04-09 21:32:48
GOLGA6A,migraine,2026-04-09 21:32:48
GOLM1,migraine,2026-04-09 21:32:48
GON7,migraine,2026-04-09 21:32:48
GORASP1,migraine,2026-04-09 21:32:48
GOT1,migraine,2026-04-09 21:32:48
GOT2,migraine,2026-04-09 21:32:48
GP1BA,migraine,2026-04-09 21:32:48
GP1BB,migraine,2026-04-09 21:32:48
GP9,migraine,2026-04-09 21:32:48
GPAT2,migraine,2026-04-09 21:32:48
GPAT2P1,migraine,2026-04-09 21:32:48
GPATCH2,migraine,2026-04-09 21:32:48
GPATCH2L,migraine,2026-04-09 21:32:48
GPATCH4,migraine,2026-04-09 21:32:48
GPBAR1,migraine,2026-04-09 21:32:48
GPC3,migraine,2026-04-09 21:32:48
GPC4,migraine,2026-04-09 21:32:48
GPD1L,migraine,2026-04-09 21:32:48
GPD2,migraine,2026-04-09 21:32:48
GPER1,migraine,2026-04-09 21:32:48
GPHA2,migraine,2026-04-09 21:32:48
GPR101,migraine,2026-04-09 21:32:48
GPR108,migraine,2026-04-09 21:32:48
GPR139,migraine,2026-04-09 21:32:48
GPR146,migraine,2026-04-09 21:32:48
GPR149,migraine,2026-04-09 21:32:48
GPR151,migraine,2026-04-09 21:32:48
GPR158,migraine,2026-04-09 21:32:48
GPR162,migraine,2026-04-09 21:32:48
GPR166P,migraine,2026-04-09 21:32:48
GPR182,migraine,2026-04-09 21:32:48
GPR26,migraine,2026-04-09 21:32:48
GPR30,migraine,2026-04-09 21:32:48
GPR35,migraine,2026-04-09 21:32:48
GPR37L1,migraine,2026-04-09 21:32:48
GPR39,migraine,2026-04-09 21:32:48
GPR42,migraine,2026-04-09 21:32:48
GPR52,migraine,2026-04-09 21:32:48
GPR55,migraine,2026-04-09 21:32:48
GPR58,migraine,2026-04-09 21:32:48
GPR63,migraine,2026-04-09 21:32:48
GPRC5B,migraine,2026-04-09 21:32:48
GPRC6A,migraine,2026-04-09 21:32:48
GPSM2,migraine,2026-04-09 21:32:48
GPSM3,migraine,2026-04-09 21:32:48
GPT,migraine,2026-04-09 21:32:48
GPX1,migraine,2026-04-09 21:32:48
GPX4,migraine,2026-04-09 21:32:48
GPX7,migraine,2026-04-09 21:32:48
GRAP2,migraine,2026-04-09 21:32:48
GREB1,migraine,2026-04-09 21:32:48
GRHPR,migraine,2026-04-09 21:32:48
GRIA1,migraine,2026-04-09 21:32:48
GRIA2,migraine,2026-04-09 21:32:48
GRIA3,migraine,2026-04-09 21:32:48
GRIA4,migraine,2026-04-09 21:32:48
GRID1,migraine,2026-04-09 21:32:48
GRID2,migraine,2026-04-09 21:32:48
GRIK1,migraine,2026-04-09 21:32:48
GRIK2,migraine,2026-04-09 21:32:48
GRIK3,migraine,2026-04-09 21:32:48
GRIK4,migraine,2026-04-09 21:32:48
GRIK5,migraine,2026-04-09 21:32:48
GRIN1,migraine,2026-04-09 21:32:48
GRIN2A,migraine,2026-04-09 21:32:48
GRIN2B,migraine,2026-04-09 21:32:48
GRIN2D,migraine,2026-04-09 21:32:48
GRK4,migraine,2026-04-09 21:32:48
GRM1,migraine,2026-04-09 21:32:48
GRM2,migraine,2026-04-09 21:32:48
GRM4,migraine,2026-04-09 21:32:48
GRM5,migraine,2026-04-09 21:32:48
GRM7,migraine,2026-04-09 21:32:48
GRM8,migraine,2026-04-09 21:32:48
GROWTH,migraine,2026-04-09 21:32:48
GRP,migraine,2026-04-09 21:32:48
GSDMA,migraine,2026-04-09 21:32:48
GSDMD,migraine,2026-04-09 21:32:48
GSE1,migraine,2026-04-09 21:32:48
GSK3B,migraine,2026-04-09 21:32:48
GSN,migraine,2026-04-09 21:32:48
GSR,migraine,2026-04-09 21:32:48
GSTA4,migraine,2026-04-09 21:32:48
GSTK1,migraine,2026-04-09 21:32:48
GSTM1,migraine,2026-04-09 21:32:48
GSTM2,migraine,2026-04-09 21:32:48
GSTM3,migraine,2026-04-09 21:32:48
GSTM4,migraine,2026-04-09 21:32:48
GSTP1,migraine,2026-04-09 21:32:48
GSTT2,migraine,2026-04-09 21:32:48
GSTT2B,migraine,2026-04-09 21:32:48
GTDC1,migraine,2026-04-09 21:32:48
GTF2A1L,migraine,2026-04-09 21:32:48
GTF2H1,migraine,2026-04-09 21:32:48
GTF2H2,migraine,2026-04-09 21:32:48
GTF2H2B,migraine,2026-04-09 21:32:48
GTF2I,migraine,2026-04-09 21:32:48
GTF2I-AS1,migraine,2026-04-09 21:32:48
GTF2IP13,migraine,2026-04-09 21:32:48
GTF2IP14,migraine,2026-04-09 21:32:48
GTF2IRD1,migraine,2026-04-09 21:32:48
GTF2IRD2,migraine,2026-04-09 21:32:48
GTPBP3,migraine,2026-04-09 21:32:48
GTR,migraine,2026-04-09 21:32:48
GUCY1A1,migraine,2026-04-09 21:32:48
GUCY1A2,migraine,2026-04-09 21:32:48
GUCY1B1,migraine,2026-04-09 21:32:48
GUCY1B2,migraine,2026-04-09 21:32:48
GUCY2GP,migraine,2026-04-09 21:32:48
GUF1,migraine,2026-04-09 21:32:48
GUK1,migraine,2026-04-09 21:32:48
GUSB,migraine,2026-04-09 21:32:48
GUSBP11,migraine,2026-04-09 21:32:48
GWAS,migraine,2026-04-09 21:32:48
GXYLT1P5,migraine,2026-04-09 21:32:48
Gabbr1,migraine,2026-04-09 21:32:48
GluR1,migraine,2026-04-09 21:32:48
GluR4,migraine,2026-04-09 21:32:48
Glutathione S-transferase,migraine,2026-04-09 21:32:48
H1-5,migraine,2026-04-09 21:32:48
H2AZ1,migraine,2026-04-09 21:32:48
H2AZ2,migraine,2026-04-09 21:32:48
H2AZ2P1,migraine,2026-04-09 21:32:48
H35,migraine,2026-04-09 21:32:48
H3C14,migraine,2026-04-09 21:32:48
H47,migraine,2026-04-09 21:32:48
H4C3,migraine,2026-04-09 21:32:48
H57,migraine,2026-04-09 21:32:48
HAAO,migraine,2026-04-09 21:32:48
HABP2,migraine,2026-04-09 21:32:48
HABP4,migraine,2026-04-09 21:32:48
HACD1,migraine,2026-04-09 21:32:48
HADHA,migraine,2026-04-09 21:32:48
HADHAP2,migraine,2026-04-09 21:32:48
HAGLR,migraine,2026-04-09 21:32:48
HAGLROS,migraine,2026-04-09 21:32:48
HAPLN4,migraine,2026-04-09 21:32:48
HARBI1,migraine,2026-04-09 21:32:48
HARS1,migraine,2026-04-09 21:32:48
HAUS1,migraine,2026-04-09 21:32:48
HAUS3,migraine,2026-04-09 21:32:48
HAVCR1,migraine,2026-04-09 21:32:48
HAX1,migraine,2026-04-09 21:32:48
HBA1,migraine,2026-04-09 21:32:48
HBA2,migraine,2026-04-09 21:32:48
HBAP1,migraine,2026-04-09 21:32:48
HBM,migraine,2026-04-09 21:32:48
HBQ1,migraine,2026-04-09 21:32:48
HBZ,migraine,2026-04-09 21:32:48
HBZP1,migraine,2026-04-09 21:32:48
HCG11,migraine,2026-04-09 21:32:48
HCG20,migraine,2026-04-09 21:32:48
HCG4P11,migraine,2026-04-09 21:32:48
HCG4P7,migraine,2026-04-09 21:32:48
HCK,migraine,2026-04-09 21:32:48
HCKID,migraine,2026-04-09 21:32:48
HCN1,migraine,2026-04-09 21:32:48
HCN2,migraine,2026-04-09 21:32:48
HCN3,migraine,2026-04-09 21:32:48
HCN4,migraine,2026-04-09 21:32:48
HCRT,migraine,2026-04-09 21:32:48
HCRTR1,migraine,2026-04-09 21:32:48
HCRTR2,migraine,2026-04-09 21:32:48
HDAC1,migraine,2026-04-09 21:32:48
HDAC3,migraine,2026-04-09 21:32:48
HDAC4,migraine,2026-04-09 21:32:48
HDAC6,migraine,2026-04-09 21:32:48
HDAC9,migraine,2026-04-09 21:32:48
HDC,migraine,2026-04-09 21:32:48
HDDC3,migraine,2026-04-09 21:32:48
HDGFL1,migraine,2026-04-09 21:32:48
HEADACHE,migraine,2026-04-09 21:32:48
HEATR1,migraine,2026-04-09 21:32:48
HEATR3,migraine,2026-04-09 21:32:48
HECTD2-AS1,migraine,2026-04-09 21:32:48
HEG1,migraine,2026-04-09 21:32:48
HEMIFACIAL,migraine,2026-04-09 21:32:48
HEMIPLEGIA,migraine,2026-04-09 21:32:48
HEMIPLEGIC,migraine,2026-04-09 21:32:48
HEMORRHAGIC,migraine,2026-04-09 21:32:48
HEPATOCEREBRAL,migraine,2026-04-09 21:32:48
HEPH,migraine,2026-04-09 21:32:48
HEREDITARY,migraine,2026-04-09 21:32:48
HERNS,migraine,2026-04-09 21:32:48
HEXIM1,migraine,2026-04-09 21:32:48
HEXIM2,migraine,2026-04-09 21:32:48
HEXIM2-AS1,migraine,2026-04-09 21:32:48
HEXIM2-AS2,migraine,2026-04-09 21:32:48
HEY2,migraine,2026-04-09 21:32:48
HEY2-AS1,migraine,2026-04-09 21:32:48
HEYL,migraine,2026-04-09 21:32:48
HFA,migraine,2026-04-09 21:32:48
HFE,migraine,2026-04-09 21:32:48
HGF,migraine,2026-04-09 21:32:48
HGMD,migraine,2026-04-09 21:32:48
HGS,migraine,2026-04-09 21:32:48
HHIPL1,migraine,2026-04-09 21:32:48
HHT1,migraine,2026-04-09 21:32:48
HHT4,migraine,2026-04-09 21:32:48
HIBCH,migraine,2026-04-09 21:32:48
HIC1,migraine,2026-04-09 21:32:48
HID1,migraine,2026-04-09 21:32:48
HIF-1alpha,migraine,2026-04-09 21:32:48
HIF1A,migraine,2026-04-09 21:32:48
HIGD1AP16,migraine,2026-04-09 21:32:48
HIGD1B,migraine,2026-04-09 21:32:48
HIGH,migraine,2026-04-09 21:32:48
HINT2,migraine,2026-04-09 21:32:48
HIPK2,migraine,2026-04-09 21:32:48
HIRIP3,migraine,2026-04-09 21:32:48
HJURP,migraine,2026-04-09 21:32:48
HK1,migraine,2026-04-09 21:32:48
HK2,migraine,2026-04-09 21:32:48
HLA,migraine,2026-04-09 21:32:48
HLA-B,migraine,2026-04-09 21:32:48
HLA-C,migraine,2026-04-09 21:32:48
HLA-DMA,migraine,2026-04-09 21:32:48
HLA-DPB2,migraine,2026-04-09 21:32:48
HLA-DQA1,migraine,2026-04-09 21:32:48
HLA-DQA2,migraine,2026-04-09 21:32:48
HLA-DQB1,migraine,2026-04-09 21:32:48
HLA-DQB2,migraine,2026-04-09 21:32:48
HLA-DRB1,migraine,2026-04-09 21:32:48
HLA-DRB5,migraine,2026-04-09 21:32:48
HLA-F,migraine,2026-04-09 21:32:48
HLA-F-AS1,migraine,2026-04-09 21:32:48
HMG-CoA reductase,migraine,2026-04-09 21:32:48
HMGA1,migraine,2026-04-09 21:32:48
HMGA2,migraine,2026-04-09 21:32:48
HMGB1,migraine,2026-04-09 21:32:48
HMGB1P14,migraine,2026-04-09 21:32:48
HMGB1P4,migraine,2026-04-09 21:32:48
HMGB3P19,migraine,2026-04-09 21:32:48
HMGCR,migraine,2026-04-09 21:32:48
HMGN1P3,migraine,2026-04-09 21:32:48
HMGN1P30,migraine,2026-04-09 21:32:48
HMGN1P38,migraine,2026-04-09 21:32:48
HMGN2P29,migraine,2026-04-09 21:32:48
HMGN2P33,migraine,2026-04-09 21:32:48
HMGN2P4,migraine,2026-04-09 21:32:48
HMGXB3,migraine,2026-04-09 21:32:48
HMOX1,migraine,2026-04-09 21:32:48
HMOX2,migraine,2026-04-09 21:32:48
HMPSQC23JJ,migraine,2026-04-09 21:32:48
HNF4A,migraine,2026-04-09 21:32:48
HNMT,migraine,2026-04-09 21:32:48
HNRNPA1P16,migraine,2026-04-09 21:32:48
HNRNPA1P2,migraine,2026-04-09 21:32:48
HNRNPA1P36,migraine,2026-04-09 21:32:48
HNRNPA1P5,migraine,2026-04-09 21:32:48
HNRNPA3P8,migraine,2026-04-09 21:32:48
HNRNPK,migraine,2026-04-09 21:32:48
HNRNPK-AS1,migraine,2026-04-09 21:32:48
HNRNPKP3,migraine,2026-04-09 21:32:48
HNRNPRP1,migraine,2026-04-09 21:32:48
HNRNPU,migraine,2026-04-09 21:32:48
HNRNPUL1,migraine,2026-04-09 21:32:48
HOOK2,migraine,2026-04-09 21:32:48
HORMAD2,migraine,2026-04-09 21:32:48
HOTAIRM1,migraine,2026-04-09 21:32:48
HOXA10,migraine,2026-04-09 21:32:48
HOXA7,migraine,2026-04-09 21:32:48
HOXB-AS1,migraine,2026-04-09 21:32:48
HOXB-AS2,migraine,2026-04-09 21:32:48
HOXB-AS3,migraine,2026-04-09 21:32:48
HOXB-AS4,migraine,2026-04-09 21:32:48
HOXB1,migraine,2026-04-09 21:32:48
HOXB2,migraine,2026-04-09 21:32:48
HOXB3,migraine,2026-04-09 21:32:48
HOXB4,migraine,2026-04-09 21:32:48
HOXB5,migraine,2026-04-09 21:32:48
HOXB6,migraine,2026-04-09 21:32:48
HOXB7,migraine,2026-04-09 21:32:48
HOXB8,migraine,2026-04-09 21:32:48
HOXB9,migraine,2026-04-09 21:32:48
HOXBLINC,migraine,2026-04-09 21:32:48
HOXD-AS2,migraine,2026-04-09 21:32:48
HOXD1,migraine,2026-04-09 21:32:48
HOXD10,migraine,2026-04-09 21:32:48
HOXD11,migraine,2026-04-09 21:32:48
HOXD12,migraine,2026-04-09 21:32:48
HOXD13,migraine,2026-04-09 21:32:48
HOXD3,migraine,2026-04-09 21:32:48
HOXD4,migraine,2026-04-09 21:32:48
HOXD8,migraine,2026-04-09 21:32:48
HOXD9,migraine,2026-04-09 21:32:48
HP,migraine,2026-04-09 21:32:48
HPCA,migraine,2026-04-09 21:32:48
HPCAL4,migraine,2026-04-09 21:32:48
HPD,migraine,2026-04-09 21:32:48
HPGDS,migraine,2026-04-09 21:32:48
HPRD,migraine,2026-04-09 21:32:48
HPRT1,migraine,2026-04-09 21:32:48
HPS1,migraine,2026-04-09 21:32:48
